Date;maxO3;heure;T6;T9;T12;T15;T18;Ne6;Ne9;Ne12;Ne15;Ne18;Vdir6;Vvit6;Vdir9;Vvit9;Vdir12;Vvit12;Vdir15;Vvit15;Vdir18;Vvit18;Vx6;Vx9;Vx12;Vx15;maxO3v;;;;;;;;;;;;;;
20030810;173;15;24.1;30.4;35.6;35.2;30.7;2;1;1;1;6;130;2;0;0;310;3;340;7;10;7;1.5321;0;-2.2981;-2.3941;231;;;;;;;;;;;;;;
20030811;177;13;19.1;24.6;32.3;35.2;32.4;4;4;0;3;5;300;1;220;2;210;2;220;5;220;3;-0.866;-1.2856;-1;-3.2139;173;;;;;;;;;;;;;;
20030812;165;22;18.7;20.6;26.6;31.7;32.7;9;8;1;1;0;280;1;280;2;310;2;290;2;300;2;-0.9848;-1.9696;-1.5321;-1.8794;177;;;;;;;;;;;;;;
20030813;137;14;18.9;20.8;26.5;29.6;29.2;8;8;4;6;8;50;2;330;5;60;2;360;4;10;2;1.5321;-2.5;1.7321;0;165;;;;;;;;;;;;;;
20030814;117;16;20.2;23.6;25.1;26.5;24.4;5;7;7;7;7;60;2;180;1;250;4;340;2;230;5;1.7321;0;-3.7588;-0.684;137;;;;;;;;;;;;;;
20030815;106;15;19.6;20.4;22.9;24.5;24.1;8;7;8;7;8;150;2;140;3;180;4;200;4;0;0;1;1.9284;0;-1.3681;117;;;;;;;;;;;;;;
20030816;86;17;18.7;22.3;25.4;26.9;25.8;7;7;7;7;7;0;0;160;1;70;2;100;3;100;3;0;0.342;1.8794;2.9544;106;;;;;;;;;;;;;;
20030817;103;13;19.7;21.7;24.8;26.5;24.6;7;7;5;4;1;0;0;160;2;160;2;210;3;230;5;0;0.684;0.684;-1.5;86;;;;;;;;;;;;;;
20030818;94;12;16.2;21.5;23.8;24.6;23;6;7;7;7;6;230;1;250;4;240;4;230;6;250;5;-0.766;-3.7588;-3.4641;-4.5963;103;;;;;;;;;;;;;;
20030819;74;16;17.7;20;23.9;24.5;22.5;8;3;4;3;3;360;2;50;2;350;4;350;4;30;5;0;1.5321;-0.6946;-0.6946;94;;;;;;;;;;;;;;
20030820;87;14;14.1;19;22.8;24.4;22.2;4;4;1;1;1;30;3;20;2;360;3;360;5;360;6;1.5;0.684;0;0;74;;;;;;;;;;;;;;
20030821;89;13;11.3;19.1;23;25.6;22.1;1;3;2;2;4;290;1;330;1;280;2;320;4;20;5;-0.9397;-0.5;-1.9696;-2.5712;87;;;;;;;;;;;;;;
20030822;74;15;11.7;20.3;25;27;25;4;3;5;2;3;330;1;180;2;350;2;300;1;10;5;-0.5;0;-0.3473;-0.866;89;;;;;;;;;;;;;;
20030823;62;15;18.5;21.2;26;27.3;24.8;7;1;3;4;1;20;3;20;3;40;5;50;4;20;6;1.0261;1.0261;3.2139;3.0642;74;;;;;;;;;;;;;;
20030824;83;19;15.9;23.3;28.1;29.4;28.2;4;3;3;3;3;330;1;90;3;90;5;50;6;50;6;-0.5;3;5;4.5963;62;;;;;;;;;;;;;;
20030825;104;12;14.8;21.7;26.4;27.1;25.3;2;2;1;1;2;10;2;80;3;60;2;30;2;10;4;0.3473;2.9544;1.7321;1;83;;;;;;;;;;;;;;
20030826;93;13;15.5;19.4;23.7;25;23.1;4;7;7;4;3;90;2;220;2;310;2;340;3;360;4;2;-1.2856;-1.5321;-1.0261;104;;;;;;;;;;;;;;
20030827;147;15;13.2;20.1;29.5;31.6;30.4;9;7;2;6;5;340;1;50;1;170;2;200;2;260;1;-0.342;0.766;0.3473;-0.684;93;;;;;;;;;;;;;;
20030828;91;11;17.8;22;24.3;24;21.6;5;5;7;7;7;320;3;350;5;350;4;340;2;10;4;-1.9284;-0.8682;-0.6946;-0.684;147;;;;;;;;;;;;;;
20030829;96;0;14.3;18.4;23.2;20.8;18.2;2;6;7;5;6;270;2;310;3;300;7;360;5;360;5;-2;-2.2981;-6.0622;0;91;;;;;;;;;;;;;;
20030830;81;14;13.6;17.7;19.1;15.2;16.6;7;6;6;7;5;10;2;20;4;20;4;10;4;40;3;0.3473;1.3681;1.3681;0.6946;96;;;;;;;;;;;;;;
20030831;96;14;9;15.4;20.7;20.7;18;1;2;4;6;4;210;1;290;1;40;1;290;3;20;5;-0.5;-0.9397;0.6428;-2.8191;81;;;;;;;;;;;;;;
20030901;88;15;8.5;17;20.5;21.4;19.6;1;1;5;5;3;280;1;50;3;10;2;40;4;40;5;-0.9848;2.2981;0.3473;2.5712;96;;;;;;;;;;;;;;
20030902;82;13;9;17;20.5;20.8;19.6;1;2;5;7;6;270;1;90;3;80;3;70;5;20;5;-1;3;2.9544;4.6985;88;;;;;;;;;;;;;;
20030903;100;16;8.8;17.4;22.4;23.6;22.1;0;0;4;1;1;340;2;60;3;80;6;80;5;70;5;-0.684;2.5981;5.9088;4.924;82;;;;;;;;;;;;;;
20030904;142;17;8.8;20;25.5;27.4;26.4;1;1;1;1;6;0;0;90;4;120;5;160;5;110;2;0;4;4.3301;1.7101;100;;;;;;;;;;;;;;
20030905;132;14;17.5;20.4;25.3;23.7;23.4;7;7;6;7;6;100;1;90;2;250;2;310;5;300;2;0.9848;2;-1.8794;-3.8302;142;;;;;;;;;;;;;;
20030906;89;4;14.3;18.7;21.8;21.9;19;4;3;6;5;2;220;2;300;7;290;4;320;5;10;4;-1.2856;-6.0622;-3.7588;-3.2139;132;;;;;;;;;;;;;;
20030907;78;16;13.5;16.5;21.8;22.1;19;8;7;3;7;7;350;1;160;1;230;1;200;3;270;2;-0.1736;0.342;-0.766;-1.0261;89;;;;;;;;;;;;;;
20030908;53;2;14.2;16.3;17.7;14.3;13.5;8;8;8;8;8;140;3;240;3;240;4;340;3;230;3;1.9284;-2.5981;-3.4641;-1.0261;78;;;;;;;;;;;;;;
20030909;66;13;15.4;17.8;19.2;19.6;17.6;6;6;6;6;7;350;4;350;8;340;8;350;6;330;5;-0.6946;-1.3892;-2.7362;-1.0419;53;;;;;;;;;;;;;;
20030910;73;14;14.5;17.4;22;22.5;18.8;7;7;7;6;4;240;3;240;6;290;7;320;6;330;7;-2.5981;-5.1962;-6.5778;-3.8567;66;;;;;;;;;;;;;;
20030911;67;0;14.7;17.7;18.3;20.9;21.2;6;8;8;8;7;260;2;260;3;250;2;330;3;330;3;-1.9696;-2.9544;-1.8794;-1.5;73;;;;;;;;;;;;;;
20030912;79;15;14.3;18.3;22.6;24.3;21.3;1;5;6;5;5;300;3;330;4;60;3;330;1;10;5;-2.5981;-2;2.5981;-0.5;67;;;;;;;;;;;;;;
20030913;104;16;13;19.4;25.2;26.9;24.2;4;4;4;3;3;290;1;130;2;100;3;90;2;90;3;-0.9397;1.5321;2.9544;2;79;;;;;;;;;;;;;;
20030914;99;17;10.7;19.3;24.4;25.9;23.7;2;1;1;1;1;310;1;80;3;60;5;80;4;90;3;-0.766;2.9544;4.3301;3.9392;104;;;;;;;;;;;;;;
20030915;118;16;9.1;19.5;24.8;26.6;24.8;1;1;1;1;1;310;1;150;2;120;2;80;3;130;2;-0.766;1;1.7321;2.9544;99;;;;;;;;;;;;;;
20030916;156;16;10.4;19.7;26.7;29;26;2;2;2;2;5;0;0;90;1;140;2;80;1;50;2;0;1;1.2856;0.9848;118;;;;;;;;;;;;;;
20030917;153;15;11.8;20.4;28.5;30;26.3;2;3;2;0;1;0;0;130;1;190;4;210;6;210;3;0;0.766;-0.6946;-3;156;;;;;;;;;;;;;;
20030918;142;17;15.6;17.1;24.4;27.3;24.5;8;5;0;0;0;230;1;280;1;230;3;230;4;230;3;-0.766;-0.9848;-2.2981;-3.0642;153;;;;;;;;;;;;;;
20030919;126;15;11.7;14.4;23.6;28.8;26.2;9;1;0;0;2;310;1;0;0;180;1;220;2;190;2;-0.766;0;0;-1.2856;142;;;;;;;;;;;;;;
20030920;152;16;12.5;20.4;28.7;30.3;27.3;0;0;0;1;3;130;1;140;2;140;3;180;6;180;2;0.766;1.2856;1.9284;0;126;;;;;;;;;;;;;;
20030921;113;13;17.2;19.2;25.5;28.5;25.1;8;3;4;4;4;210;1;160;1;210;1;270;2;270;3;-0.5;0.342;-0.5;-2;152;;;;;;;;;;;;;;
20030922;73;1;17.6;19.4;20.6;21.4;16.5;3;7;5;7;7;190;6;190;7;210;9;240;9;310;7;-1.0419;-1.2155;-4.5;-7.7942;113;;;;;;;;;;;;;;
20030923;64;16;8.3;12.6;15.8;16.7;13.7;4;5;6;3;1;300;1;300;3;300;7;350;7;360;4;-0.866;-2.5981;-6.0622;-1.2155;73;;;;;;;;;;;;;;
20030924;76;14;4.4;12.9;17.7;18.3;15.9;0;2;3;4;3;0;0;80;4;110;6;70;6;80;4;0;3.9392;5.6382;5.6382;64;;;;;;;;;;;;;;
20030925;97;15;5.1;13.8;19.4;21.4;19.1;3;2;1;1;1;340;1;90;3;120;3;100;2;0;0;-0.342;3;2.5981;1.9696;76;;;;;;;;;;;;;;
20030926;117;14;9.8;15.5;20.9;22.2;18.4;4;2;3;3;0;70;1;170;1;340;2;360;2;20;4;0.9397;0.1736;-0.684;0;97;;;;;;;;;;;;;;
20030927;79;14;10.6;12.2;18.4;22.1;16.5;9;9;3;4;7;300;1;310;2;300;2;300;2;350;5;-0.866;-1.5321;-1.7321;-1.7321;117;;;;;;;;;;;;;;
20030928;82;15;11.9;14.4;17.4;17.5;15.6;7;6;7;5;7;280;2;330;4;320;5;320;4;350;4;-1.9696;-2;-3.2139;-2.5712;79;;;;;;;;;;;;;;
20030929;77;12;9.8;14.1;18.2;18.8;18.2;7;6;7;6;7;10;1;150;2;160;3;160;3;110;2;0.1736;1;1.0261;1.0261;82;;;;;;;;;;;;;;
20030930;87;15;12.7;15.5;22.8;22;17.7;7;5;6;7;8;0;0;100;3;120;4;120;6;80;4;0;2.9544;3.4641;5.1962;77;;;;;;;;;;;;;;
20040401;87;18;8.8;12.4;14.3;13.6;9.3;8;7;8;8;7;120;3;130;5;170;8;190;8;180;3;2.5981;3.8302;1.3892;-1.3892;80;;;;;;;;;;;;;;
20040402;107;17;8.8;11;15.1;14.9;12.2;8;6;5;4;4;160;1;210;4;210;6;220;9;200;7;0.342;-2;-3;-5.7851;87;;;;;;;;;;;;;;
20040403;104;2;10;12.4;14.3;13.8;12.6;7;8;8;8;8;240;5;220;6;220;8;220;7;210;9;-4.3301;-3.8567;-5.1423;-4.4995;107;;;;;;;;;;;;;;
20040404;106;2;6.6;11.8;14.3;14.7;12.2;0;3;5;4;2;220;2;250;5;250;6;250;6;250;5;-1.2856;-4.6985;-5.6382;-5.6382;104;;;;;;;;;;;;;;
20040405;86;14;7.7;11.2;11.3;11.9;10.6;7;7;7;7;7;250;3;270;5;270;6;270;6;260;3;-2.8191;-5;-6;-6;106;;;;;;;;;;;;;;
20040406;98;20;6.2;8.8;10.6;10.3;7.9;2;3;6;7;3;300;4;310;4;300;8;340;4;310;4;-3.4641;-3.0642;-6.9282;-1.3681;86;;;;;;;;;;;;;;
20040407;87;12;2.5;10;11.1;11.4;9.3;1;5;6;4;2;300;3;330;4;340;5;350;7;350;5;-2.5981;-2;-1.7101;-1.2155;98;;;;;;;;;;;;;;
20040408;95;15;0;8.2;11.2;10.4;8.4;1;5;6;5;5;290;1;10;5;50;3;360;8;350;6;-0.9397;0.8682;2.2981;0;87;;;;;;;;;;;;;;
20040409;92;13;3.9;7.3;10.2;11.2;10;1;6;6;6;5;360;3;40;5;30;5;10;8;360;6;0;3.2139;2.5;1.3892;95;;;;;;;;;;;;;;
20040410;92;12;0.4;8.2;11.7;11.7;10.8;2;4;8;8;4;0;0;320;2;350;4;330;3;320;4;0;-1.2856;-0.6946;-1.5;92;;;;;;;;;;;;;;
20040411;97;16;6.6;8.5;11.2;12.5;10.7;7;7;5;4;2;20;1;90;3;10;5;360;5;10;5;0.342;3;0.8682;0;92;;;;;;;;;;;;;;
20040412;104;16;3;9.3;12.5;13.9;11.6;0;4;4;3;1;20;3;40;7;30;6;30;7;360;6;1.0261;4.4995;3;3.5;97;;;;;;;;;;;;;;
20040413;70;0;3.6;10;13.3;12.2;11.1;7;8;7;6;5;260;2;330;4;340;7;70;5;70;2;-1.9696;-2;-2.3941;4.6985;104;;;;;;;;;;;;;;
20040414;86;13;3.4;6.1;13.9;14.1;13.3;9;7;2;7;7;10;1;0;0;90;1;110;3;150;3;0.1736;0;1;2.8191;70;;;;;;;;;;;;;;
20040415;111;16;6.5;13.6;15.7;16;14.9;0;1;4;7;1;100;2;180;3;200;4;170;5;170;3;1.9696;0;-1.3681;0.8682;86;;;;;;;;;;;;;;
20040416;119;16;7.5;14.4;18.7;19.3;14.3;5;1;3;4;7;140;2;170;3;150;3;170;5;280;1;1.2856;0.5209;1.5;0.8682;111;;;;;;;;;;;;;;
20040417;107;11;4.8;11.2;11;9;10.7;1;4;6;6;7;270;2;250;4;220;4;250;5;230;6;-2;-3.7588;-2.5712;-4.6985;119;;;;;;;;;;;;;;
20040418;110;17;10.8;9.6;8.4;11;6.1;8;8;6;6;5;200;6;250;7;270;9;240;9;270;7;-2.0521;-6.5778;-9;-7.7942;107;;;;;;;;;;;;;;
20040419;98;14;4.1;9.7;12.2;12.8;9.9;5;7;5;7;7;210;4;230;6;310;8;260;7;200;4;-2;-4.5963;-6.1284;-6.8937;110;;;;;;;;;;;;;;
20040420;99;0;7.7;10.7;14.4;14.4;12.2;8;8;8;8;8;140;2;270;2;260;4;220;7;200;5;1.2856;-2;-3.9392;-4.4995;98;;;;;;;;;;;;;;
20040421;101;15;12;13.4;18.8;17.1;14.9;6;8;7;7;7;170;5;170;8;190;9;220;7;230;5;0.8682;1.3892;-1.5628;-4.4995;99;;;;;;;;;;;;;;
20040422;86;12;7.6;9.3;15.1;17.3;15;9;7;7;4;3;310;1;320;1;330;2;40;3;10;5;-0.766;-0.6428;-1;1.9284;101;;;;;;;;;;;;;;
20040423;98;14;6.8;13.1;15.9;16.7;13.8;9;1;3;4;5;300;2;350;4;20;5;350;5;360;5;-1.7321;-0.6946;1.7101;-0.8682;86;;;;;;;;;;;;;;
20040424;124;15;5.3;14.9;18.9;20.3;19.1;1;0;0;0;1;330;1;80;2;110;4;70;4;60;4;-0.5;1.9696;3.7588;3.7588;98;;;;;;;;;;;;;;
20040425;118;17;7.4;16.5;19.5;20.8;19.7;4;6;5;5;5;290;1;80;2;80;4;80;5;90;4;-0.9397;1.9696;3.9392;4.924;124;;;;;;;;;;;;;;
20040426;123;14;6.8;17.3;20.4;21.1;17.4;1;4;3;6;7;280;1;90;3;50;3;20;4;10;5;-0.9848;3;2.2981;1.3681;118;;;;;;;;;;;;;;
20040427;127;14;7.6;15.2;17.8;16.2;12.7;2;6;5;6;6;290;2;330;4;340;6;320;8;340;7;-1.8794;-2;-2.0521;-5.1423;123;;;;;;;;;;;;;;
20040428;80;15;8.5;11.2;13.1;14.9;13.1;7;8;7;6;7;300;1;300;2;270;3;310;3;310;3;-0.866;-1.7321;-3;-2.2981;127;;;;;;;;;;;;;;
20040429;117;14;8.3;13.3;14.8;13.3;11.5;7;5;6;7;7;230;1;170;2;140;3;160;4;30;3;-0.766;0.3473;1.9284;1.3681;80;;;;;;;;;;;;;;
20040430;79;0;9.9;11.6;12.7;14.6;13;8;8;7;6;6;30;4;20;4;10;5;360;2;210;4;2;1.3681;0.8682;0;117;;;;;;;;;;;;;;
20040501;107;17;8.9;11.5;12.7;13.9;13.3;8;7;7;5;7;100;3;150;4;150;4;160;8;170;4;2.9544;2;2;2.7362;79;;;;;;;;;;;;;;
20040502;105;14;5.2;15.5;20.1;19.8;12.2;0;1;4;5;7;340;1;40;4;110;3;10;6;40;7;-0.342;2.5712;2.8191;1.0419;107;;;;;;;;;;;;;;
20040503;100;13;7.4;11.1;15.5;16.9;11;2;7;6;7;6;300;2;10;5;310;3;10;4;340;6;-1.7321;0.8682;-2.2981;0.6946;105;;;;;;;;;;;;;;
20040504;83;20;6.3;9.7;11;10.9;10.2;8;8;8;7;3;220;4;210;6;240;8;230;4;290;4;-2.5712;-3;-6.9282;-3.0642;100;;;;;;;;;;;;;;
20040505;84;14;7.9;10.6;11.4;11.2;10.4;7;5;5;6;6;250;4;280;7;340;3;10;2;290;2;-3.7588;-6.8937;-1.0261;0.3473;83;;;;;;;;;;;;;;
20040506;72;12;6.6;8.5;10.4;6.5;7.9;6;7;7;8;8;280;5;300;5;350;2;360;2;250;1;-4.924;-4.3301;-0.3473;0;84;;;;;;;;;;;;;;
20040507;84;14;5.7;12.1;11;12.5;12.3;2;4;7;7;5;290;2;320;4;270;4;10;3;350;6;-1.8794;-2.5712;-4;0.5209;72;;;;;;;;;;;;;;
20040508;93;15;7.7;13.4;14.9;15.5;13.8;6;7;7;4;2;280;5;310;9;310;9;320;9;320;6;-4.924;-6.8944;-6.8944;-5.7851;84;;;;;;;;;;;;;;
20040509;96;16;6.1;12.1;15.5;16.4;16.5;2;5;5;4;3;0;0;290;3;330;3;300;1;20;4;0;-2.8191;-1.5;-0.866;93;;;;;;;;;;;;;;
20040510;90;14;9.5;14.2;17.4;16.7;15.9;2;7;6;7;5;300;1;330;3;340;4;350;6;10;5;-0.866;-1.5;-1.3681;-1.0419;96;;;;;;;;;;;;;;
20040511;100;15;11.4;12.9;15.7;18.6;17.3;8;7;7;4;1;350;3;360;3;20;3;40;4;10;5;-0.5209;0;1.0261;2.5712;90;;;;;;;;;;;;;;
20040512;99;14;10.7;11.5;17.1;17.4;14.7;8;8;1;3;2;10;5;20;6;20;5;350;7;360;7;0.8682;2.0521;1.7101;-1.2155;100;;;;;;;;;;;;;;
20040513;99;18;8.5;13.7;15.9;16;15.2;4;2;5;6;6;10;2;40;7;30;7;10;5;360;5;0.3473;4.4995;3.5;0.8682;99;;;;;;;;;;;;;;
20040514;96;12;10.5;14.2;17;16.2;16.1;7;5;6;8;5;40;1;350;1;50;3;360;4;30;4;0.6428;-0.1736;2.2981;0;99;;;;;;;;;;;;;;
20040515;101;11;9.7;16.6;20.1;21.4;19.3;9;2;3;2;2;350;2;70;2;80;4;70;5;10;6;-0.3473;1.8794;3.9392;4.6985;96;;;;;;;;;;;;;;
20040516;88;19;11.5;19.7;21.8;23.4;22.5;0;0;1;1;0;290;1;80;4;70;6;80;5;70;5;-0.9397;3.9392;5.6382;4.924;101;;;;;;;;;;;;;;
20040517;109;18;13.5;21.2;24.7;26;22.8;0;0;1;1;0;60;1;80;2;70;3;360;4;10;6;0.866;1.9696;2.8191;0;88;;;;;;;;;;;;;;
20040518;115;13;12.8;21;25;26.1;23.1;0;0;1;1;0;300;1;340;1;320;3;360;4;20;4;-0.866;-0.342;-1.9284;0;109;;;;;;;;;;;;;;
20040519;118;12;12.7;20.8;24.1;25.4;22.8;0;0;0;0;0;320;1;30;3;320;2;340;4;10;4;-0.6428;1.5;-1.2856;-1.3681;115;;;;;;;;;;;;;;
20040520;104;13;8.8;15;22.3;24;20.5;8;1;0;1;1;360;2;350;3;10;4;350;5;10;6;0;-0.5209;0.6946;-0.8682;118;;;;;;;;;;;;;;
20040521;84;19;13.2;14.6;17.2;18.5;16.3;7;7;6;3;1;360;4;20;5;20;7;10;7;20;7;0;1.7101;2.3941;1.2155;104;;;;;;;;;;;;;;
20040522;89;17;9.4;14.3;16.1;17.3;14.7;0;1;2;2;2;60;4;60;7;60;7;80;7;50;7;3.4641;6.0622;6.0622;6.8937;84;;;;;;;;;;;;;;
20040523;86;12;8.9;14.1;17.5;18.5;17.5;0;0;1;2;1;60;5;70;5;80;7;80;6;80;7;4.3301;4.6985;6.8937;5.9088;89;;;;;;;;;;;;;;
20040524;101;18;10.3;15.8;19.5;21.3;20.5;0;0;0;0;0;30;3;80;5;70;4;90;6;90;6;1.5;4.924;3.7588;6;86;;;;;;;;;;;;;;
20040525;118;17;13.4;18.9;21.6;22.9;22;0;3;3;5;2;80;3;100;5;90;5;100;4;100;3;2.9544;4.924;5;3.9392;101;;;;;;;;;;;;;;
20040526;98;3;14.3;13.3;13.5;16.9;17.5;8;8;7;5;4;70;2;20;3;90;3;90;4;110;2;1.8794;1.0261;3;4;118;;;;;;;;;;;;;;
20040527;120;17;11.1;18.1;21.2;21.9;20.8;7;1;2;4;5;0;0;140;1;160;4;150;3;140;3;0;0.6428;1.3681;1.5;98;;;;;;;;;;;;;;
20040528;115;17;12.8;18.3;20.6;22.3;19.9;7;7;7;7;7;140;3;150;4;180;5;180;5;220;3;1.9284;2;0;0;120;;;;;;;;;;;;;;
20040529;90;10;14.8;17.6;17.3;19.7;17.7;7;8;8;7;7;300;1;210;5;180;5;200;4;20;3;-0.866;-2.5;0;-1.3681;115;;;;;;;;;;;;;;
20040530;86;12;12.7;17.2;19.5;18.8;16.9;7;6;6;7;7;280;1;330;2;270;4;10;5;350;3;-0.9848;-1;-4;0.8682;90;;;;;;;;;;;;;;
20040531;75;10;12.8;14.2;14.1;14.8;16.9;8;8;8;8;8;190;2;170;5;180;6;160;4;230;4;-0.3473;0.8682;0;1.3681;86;;;;;;;;;;;;;;
20040601;86;23;15.5;16.9;18.2;16.9;15.9;8;8;8;8;8;250;3;270;3;300;5;320;5;320;7;-2.8191;-3;-4.3301;-3.2139;75;;;;;;;;;;;;;;
20040602;86;19;13.1;18.5;20.3;20;18.1;2;1;3;4;5;310;2;10;4;360;7;340;7;350;7;-1.5321;0.6946;0;-2.3941;86;;;;;;;;;;;;;;
20040603;111;14;11;19;21.9;21.8;21.4;1;5;6;6;2;310;2;330;1;350;3;360;4;20;5;-1.5321;-0.5;-0.5209;0;86;;;;;;;;;;;;;;
20040604;75;10;11.9;17.4;20.5;21.7;19.6;7;7;7;7;6;260;1;320;3;350;5;350;4;360;4;-0.9848;-1.9284;-0.8682;-0.6946;111;;;;;;;;;;;;;;
20040605;66;18;15.2;17.4;23.1;24.5;23.2;7;8;5;5;1;350;3;30;2;50;3;60;4;20;5;-0.5209;1;2.2981;3.4641;75;;;;;;;;;;;;;;
20040606;107;18;15.1;21.1;24.2;26.2;26;1;1;1;1;1;30;2;100;1;100;3;110;2;90;3;1;0.9848;2.9544;1.8794;66;;;;;;;;;;;;;;
20040607;125;18;17.6;23.7;27.9;30.2;29.9;1;2;2;3;2;100;3;130;4;130;4;150;3;150;4;2.9544;3.0642;3.0642;1.5;107;;;;;;;;;;;;;;
20040608;111;12;17;19.1;20;20.7;23.3;7;7;7;7;6;190;3;190;5;220;5;230;3;230;3;-0.5209;-0.8682;-3.2139;-2.2981;125;;;;;;;;;;;;;;
20040609;107;14;14.8;20.7;25.1;27.7;26.5;2;3;6;7;7;290;1;270;1;190;2;270;2;260;2;-0.9397;-1;-0.3473;-2;111;;;;;;;;;;;;;;
20040610;75;16;15.9;18.1;18.5;23.7;23.6;8;8;7;4;6;340;3;260;1;240;2;280;4;260;3;-1.0261;-0.9848;-1.7321;-3.9392;107;;;;;;;;;;;;;;
20040611;65;19;14.9;19.9;18.1;19.5;19.1;5;7;7;6;5;0;0;350;2;350;8;360;3;360;6;0;-0.3473;-1.3892;0;75;;;;;;;;;;;;;;
20040612;73;12;11.9;16.8;20.8;20.3;18;1;3;3;1;1;300;2;340;4;350;6;340;7;350;6;-1.7321;-1.3681;-1.0419;-2.3941;65;;;;;;;;;;;;;;
20040613;94;14;12.4;20.5;21.7;22;22.2;0;1;7;6;1;310;1;30;4;10;4;20;6;30;7;-0.766;2;0.6946;2.0521;73;;;;;;;;;;;;;;
20040614;110;12;12.6;21.2;25.1;24.6;23.5;5;4;4;5;3;290;1;10;4;30;6;10;7;350;7;-0.9397;0.6946;3;1.2155;94;;;;;;;;;;;;;;
20040615;98;15;15.4;22.3;26.5;26.5;23.2;0;0;1;0;0;300;2;330;3;360;5;340;6;350;8;-1.7321;-1.5;0;-2.0521;110;;;;;;;;;;;;;;
20040616;74;15;17.1;22.3;24.7;25.7;23.6;1;6;6;2;4;350;3;30;3;10;5;360;5;360;5;-0.5209;1.5;0.8682;0;98;;;;;;;;;;;;;;
20040617;65;15;13.7;18.3;22.9;26.7;20.4;7;8;3;3;1;360;3;350;3;310;3;280;5;360;8;0;-0.5209;-2.2981;-4.924;74;;;;;;;;;;;;;;
20040618;67;23;15.1;17.7;17.7;18.8;16.9;7;7;7;7;7;280;3;310;5;340;7;310;4;340;6;-2.9544;-3.8302;-2.3941;-3.0642;65;;;;;;;;;;;;;;
20040619;87;15;14.2;17.3;18.3;18.3;17.1;5;4;4;4;1;330;5;340;5;360;6;10;6;360;6;-2.5;-1.7101;0;1.0419;67;;;;;;;;;;;;;;
20040620;71;12;9.8;14.9;18;16.5;15.1;3;4;7;8;8;280;2;280;4;250;3;270;4;260;2;-1.9696;-3.9392;-2.8191;-4;87;;;;;;;;;;;;;;
20040621;71;14;11.8;15.7;15.8;16;16.9;7;7;7;7;7;200;2;200;5;200;6;280;1;220;4;-0.684;-1.7101;-2.0521;-0.9848;71;;;;;;;;;;;;;;
20040622;78;21;14.5;17.7;23;21.3;17.5;8;7;8;7;8;230;1;190;4;220;6;190;7;160;6;-0.766;-0.6946;-3.8567;-1.2155;71;;;;;;;;;;;;;;
20040623;79;13;15.7;17.5;19.8;19.8;17.9;7;5;5;6;3;240;5;260;9;250;9;250;8;250;7;-4.3301;-8.8633;-8.4572;-7.5175;78;;;;;;;;;;;;;;
20040624;81;15;13.3;17.2;18.4;20;18.4;1;7;8;8;7;260;5;270;6;270;5;260;6;340;3;-4.924;-6;-5;-5.9088;79;;;;;;;;;;;;;;
20040625;102;16;10.9;17.1;20.1;22.6;21.8;3;6;5;3;7;290;1;350;2;260;2;240;2;120;3;-0.9397;-0.3473;-1.9696;-1.7321;81;;;;;;;;;;;;;;
20040626;103;15;16.2;18.3;21.3;24.3;22.1;7;8;8;8;8;130;3;140;3;170;4;210;5;240;4;2.2981;1.9284;0.6946;-2.5;102;;;;;;;;;;;;;;
20040627;70;14;17.4;20.9;22.5;22.9;22.3;6;4;7;7;7;280;2;310;2;280;3;270;6;250;5;-1.9696;-1.5321;-2.9544;-6;103;;;;;;;;;;;;;;
20040628;85;15;11.9;18.4;21.7;22.9;20.2;5;2;2;4;2;290;1;320;2;320;2;360;3;10;5;-0.9397;-1.2856;-1.2856;0;70;;;;;;;;;;;;;;
20040629;104;19;11.4;18.8;22.7;25;24.8;5;3;3;2;4;320;1;60;1;110;1;260;1;330;2;-0.6428;0.866;0.9397;-0.9848;85;;;;;;;;;;;;;;
20040630;98;14;13.4;19.2;24.6;25.4;21.1;7;7;5;7;7;270;1;290;3;240;5;290;5;280;6;-1;-2.8191;-4.3301;-4.6985;104;;;;;;;;;;;;;;
20040701;78;14;13.9;17.8;19.8;20.6;15.2;7;6;7;7;7;270;3;270;5;260;5;230;7;220;2;-3;-5;-4.924;-5.3623;98;;;;;;;;;;;;;;
20040702;71;14;15.2;18.6;21.6;20.7;20;2;5;5;6;3;270;4;270;7;260;7;260;7;250;6;-4;-7;-6.8937;-6.8937;78;;;;;;;;;;;;;;
20040703;75;15;14;18.4;20.4;20.4;19.9;2;6;6;7;5;250;4;270;6;250;5;250;6;240;5;-3.7588;-6;-4.6985;-5.6382;71;;;;;;;;;;;;;;
20040704;65;23;13.7;14.9;16.7;17.6;20.3;8;8;8;7;6;180;4;140;2;180;4;210;4;220;6;0;1.2856;0;-2;75;;;;;;;;;;;;;;
20040705;67;15;12;17.3;20.8;21.8;20.1;7;5;6;6;2;310;4;350;3;340;4;360;5;350;5;-3.0642;-0.5209;-1.3681;0;65;;;;;;;;;;;;;;
20040706;97;15;11.5;19.6;22.8;24.7;23.9;2;0;5;4;1;360;2;80;3;120;3;80;3;80;4;0;2.9544;2.5981;2.9544;67;;;;;;;;;;;;;;
20040707;99;19;14.3;15.5;17.2;17.4;16.8;8;8;8;8;7;70;3;90;6;200;10;200;11;210;12;2.8191;6;-3.4202;-3.7622;97;;;;;;;;;;;;;;
