"abies";"acer";"alnusfru";"alnusund";"apiaceae";"artemisia";"asterund";"betunana";"betula";"brassicaceae";"carpinus";"chenopodiaceae";"corylus";"cyperaceae";"ephedra";"ericaceae";"fagus";"fraxinus";"juniperus";"larix";"olea";"picea";"pinushap";"pinus";"plantago";"poaceae";"quercusever";"quercusdec";"salix";"tilia";"ulmus";"gdd5";"mtco";"pann";"e_pe";"tann";"mtwa";"long";"lati";"alti";"biome"
"r577";0;0;0;5.09;0;6.69;0;0;54.25;0;0;0;1.7;1.4;0;0;0;0;0;0;0;8.49;0;15.28;0;3.7;0;2.6;0;0.8;0;1402.528;-8.023;546.219;90.095;4.554;17.561;38.66;57;150;"COMX"
"r578";0;0;0;7.4;0;1.8;0;0;23.3;0;0;1.8;0.9;0.8;0;0;0;0;0;0;0;30.7;0;19.5;0;2.6;0;4.7;0;5.6;0.9;1297.575;-9.23;539.895;93.436;3.726;17.148;40.41;56.8;100;"COMX"
"r579";0;0;0;6;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;34;0;53;0;0;0;1;0;0;1;1348.414;-8.492;526.297;89.144;4.11;17.233;39.45;57.15;100;"COMX"
"r580";0;0;0;0;0;5;0;0;31.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61.4;0;0;0;0;2.4;0;0;1367.304;-8.188;520.993;86.775;4.509;17.582;37.35;55.78;180;"COMX"
"r581";0;0;0;12.89;0;6.29;0;0;4.7;0;0;34.27;0;0;0;0;0;0;0;0;0;0;0;25.87;0;0.6;0;2.4;1.2;5.89;5.89;1321.291;-9.142;531.981;91.118;3.806;17.223;41.63;57.1;100;"COMX"
"r582";0;0;0;6.71;0;0.8;0;0;10.41;0;0;1.1;0;0;0;0.8;0;0;0;0;0;6.11;0;65.67;0;7.51;0;0.5;0;0.4;0;968.227;-9.289;550.493;97.637;2.471;15.303;30;60.41;100;"COMX"
"r583";1.3;0;0;2.7;0;2.4;0;0;52.3;0;0;4.6;0;2.6;0;0.4;0;0;0;0;0;7.9;0;21.3;0;1.7;0;0.4;0.4;1;1;841.658;-19.077;678.119;95.849;-2.028;15.067;58.75;54.58;600;"COMX"
"r584";0;0;0;18.2;0;0;0;0;28.6;0;0;1.1;11.1;7.7;0;0;0;0;0;0;0;8;0;16.8;0;5.4;0;0.4;0;0.9;1.8;1415.486;-7.8;526.135;86.074;4.721;17.649;37.28;55.45;150;"COMX"
"r585";0;0;0;9.1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;15.1;0;70.8;0;0;0;0;0;0;0;1081.138;-7.145;579.186;95.001;3.593;15.566;25.93;59.25;50;"COMX"
"r586";7.3;0;0;7.8;0;0;0;0;4.5;0;2.5;0;2;0;0;0;23.5;0;0;0;0;43.6;0;7.3;0;0;0;0;1;0.5;0;3094.697;-0.246;969.489;67.389;11.674;22.468;24.51;48.16;1110;"COMX"
"r587";0.73;0;0;2.3;0;0.73;0;0;0;0;2.3;0;2.09;24.56;0;0;0;0;0;0;0;6.06;0;56.43;0;2.72;0;2.09;0;0;0;1807.718;-7.181;621.016;65.985;6.663;18.997;43.25;43.2;1800;"COMX"
"r588";0;0;0;50.15;0;3.8;0;0;0;0;0;43.16;0;0.3;0;0;0;0;0;0;0;0;0;0;0;2.6;0;0;0;0;0;2047.789;-10.475;359.842;54.99;5.744;20.737;73.83;45.21;400;"WAMX"
"r589";0;0;0;0;0;1.84;0;0;0;0;0;74.08;0;0;0;0;0;0;0;0;0;0;0;23.77;0;0.31;0;0;0;0;0;2149.658;-9.885;347.375;53.355;6.181;21.05;73.33;44.25;300;"HODE"
"r590";0;0;0;0;0;41.76;0;0;0;0;0;5.99;0;0.6;0;0;0;0;0;0;0;0;0;50.55;0;1.1;0;0;0;0;0;1983.481;-8.098;194.371;29.74;6.626;20.735;61.26;48.61;80;"WAST"
"r591";6.3;0;0;0;0;5.9;0;0;10.8;0;0;1.4;0;0;0;0;0;0;0;1.8;0;1.8;0;65.4;0;3;0;0;3.6;0;0;1234.859;-19.098;400.491;72.86;-0.012;17.842;89.81;54.93;700;"COCO"
"r592";0;0;0;6.4;0;17.7;0;0;32.2;0;0;29;0;0;0;0;0;0;0;0;0;0;0;6.4;0;1.9;0;0;6.4;0;0;2166.396;-8.501;301.485;47.128;6.786;21.023;67.75;47;300;"COMX"
"r593";0;0;0;2.6;0;22.78;0;0;34.87;0;0;21.78;0;0.2;0;0;0;0;0;0;0;0;0;14.19;0;3.6;0;0;0;0;0;2167.072;-8.426;289.928;45.832;6.823;21.062;67.33;46.55;250;"COMX"
"r594";0;0;0;1.8;0;2.8;0;0;1.8;0;0;3.7;0;0;0;0;0;0;0;0;0;0.9;0;82.62;0;5.49;0;0;0;0;0.9;1791.267;-7.928;383.18;61.168;5.908;19.506;52.3;52.78;80;"COMX"
"r595";0;0;0;0;0;69.5;0;0;0;0;0;29.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9;0;0;0;0;0;1719.51;-13.445;387.043;60.417;3.787;19.786;78.16;45.2;500;"WAST"
"r596";28.27;0;0;0;0;3.4;0;0;24.88;0;0;2.7;0;0;0;0;0;0;0;3.6;0;6.19;0;30.97;0;0;0;0;0;0;0;1506.41;-15.997;555.814;84.394;2.305;19.265;85;52.41;500;"COCO"
"r597";2.5;0;0;0;0;6.2;0;0;27.1;0;0;2;0;1.1;0;0;0;0;0;0;0;0.7;0;54;0;5.1;0;0;1.3;0;0;1540.742;-15.782;604.588;88.328;2.535;19.474;86;52.61;500;"COMX"
"r598";0;0;0;16.25;0;0.45;0;0;38.3;0;0;0;2.75;0.45;0;0.45;0;0;0;0;0;12.5;0;24.35;0;1.35;0;0.45;0.45;0.9;1.35;1134.905;-7.4;568.2;99.853;3.827;16.053;26.705;58.38;100;"COMX"
"r599";0;0;0;6;0;0;0;0;26;0;0;0;2;0;0;0;0;0;0;0;0;15;0;50;0;0;0;1;0;0;0;1189.273;-6.67;563.698;94.784;4.195;16.133;27.41;57.96;50;"COMX"
"r600";0;0;0;24.7;0;0;0;0;30.3;0;0;0;4.8;0;0;0;0;0;0;0;0;9.6;0;25.8;0;0;0;0;0;2.9;1.9;1139.33;-7.049;570.481;96.183;3.869;15.897;26.41;58.56;80;"COMX"
"r601";0;0;0;1;0;12.69;0;0;7.09;0;0;8.59;0.4;0;0;0;0;0;0;0;0;1;0;61.24;0;7.19;0;0.4;0.4;0;0;1702.957;-7.495;372.095;59.525;5.942;19.266;48.5;53;50;"COMX"
"r602";0;0;0;2.1;0;17.42;0;0;8.31;0;0;5.91;0.4;0.1;0;0;0;0.1;0;0;0;0.9;0;55.16;0;7.61;0;1.2;0.1;0.6;0.1;1817.58;-6.904;415.692;62.561;6.398;19.55;49.25;52.61;50;"COMX"
"r603";0;0;0;0;0;0;0;0;32.27;0;0;3.9;0;2;0;0;0;0;0;0;0;1.5;0;42.06;0;17.48;0;0;0;0.8;0;1607.412;-6.484;527.035;84.671;5.84;18.413;37.18;54.71;180;"COMX"
"r604";0;0;0;27.93;0;2.3;0;0;3.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.11;0;0;0;0;0;58.56;0;1661.263;-6.863;527.562;81.482;5.778;18.602;41.75;54.96;100;"COMX"
"r605";0;0;0;14.21;0;0.5;0;0;5.81;0;0.2;0;0;5.41;0;0;0;0;0;0;0;12.01;0;55.16;0;3.4;0;0;1.5;0.6;1.2;1249.652;-6.332;577.261;95.022;4.508;16.353;26.6;57.3;100;"COMX"
"r606";0;0;0;4.01;0;0;0;0;26.75;0;0;0.4;0;6.41;0;0;0;0;0;0;0;15.33;0;26.75;0;12.32;0;4.01;0;0;4.01;1531.172;-5.78;597.859;91.126;5.73;17.786;31.85;55.5;180;"COMX"
"r607";0;0;0;7.75;0;11.85;0;0;10.2;0;0;22.65;0.5;0;0;0;0;0;0;0;0;0.55;0;44.05;0;0.2;0;0.5;0;1.75;0;1697.894;-5.969;558.738;86.253;6.477;18.968;39.04;51.69;90;"COMX"
"r608";0;0;0;17.46;0;1.42;0;0;34.62;0;0;0.71;1.73;8.83;0;0;0;0;0;0;0;1.73;0;21.52;0;2.34;0;0.91;0;7.82;0.91;1653.788;-6.602;531.797;83.048;5.918;18.6;39.66;54.66;150;"COMX"
"r609";0;0;0;3.94;0;0;0;0;7.78;0;0;4.24;1.52;3.64;0;0;0;0;0;0;0;3.94;0;61.01;0;10.91;0;0;1.52;1.52;0;1598.046;-6.819;537.644;83.911;5.575;18.268;39.3;54.95;100;"COMX"
"r610";0;0;0;0.65;0;1.05;0;0;92.41;0;0;1.05;0.2;0.3;0;0.05;0;0;0;0;0;0;0;3.9;0;0.2;0;0;0;0.2;0;1565.952;-6.877;538.397;84.604;5.436;18.108;38.78;55.08;100;"COMX"
"r611";0;0;0;8.1;0;1.6;0;0;28.6;0;0;3.3;0;0;0;0;0;0;0;0;0;10.7;0;40.2;0;5.7;0;1.8;0;0;0;1553.679;-6.424;553.915;87.556;5.676;18.125;35.88;55.58;180;"COMX"
"r612";0.5;0;0;2.7;0;2.8;0;0;6.4;0;0;3.3;0.5;0.4;0;0;0;0;0;0;0;6.4;0;67.9;0;3.8;0;1.5;1.1;2.2;0.5;1664.465;-8.077;454.54;73.918;5.627;19.091;47.53;54.51;200;"COMX"
"r613";0;0;0;6.63;0;0;0;0;16.43;0;0;0;1.03;0.87;0;14.23;0;0;0;0;0;12.63;0;44.92;0;1.67;0;0.47;0;0;1.13;1170.189;-6.178;576.736;93.086;4.337;16.023;24.64;58.0433;20;"COMX"
"r614";0;0;0;15.4;0;0;0;0;50;0;0;0;1.9;0;0;0;0;0;0;0;0;12.5;0;18.3;0;0;0;0;0;0;1.9;1151.313;-6.825;575.216;95.064;3.959;15.883;26;58.46;80;"COMX"
"r615";0;0;0;4.55;0;0;0;0;14.61;0;0;0.2;0;1.2;0;0;0;0;0;0;0;14.61;0;57.53;0;7.3;0;0;0;0;0;1508.88;-5.933;600.207;91.052;5.603;17.722;31.59;54.97;165;"COMX"
"r616";0;0;0;7.81;0;0.5;0;0;31.23;0;0;0;0.8;0.2;0;19.52;0;0;0;0;0;3.9;0;32.83;0;3.2;0;0;0;0;0;1086.551;-7.272;572.873;95.254;3.568;15.597;25;59.21;100;"COMX"
"r617";0;0;0;16.92;0;0;0;0;33.93;0;0;0;3.4;0;0;0;0;0;0;0;0;11.91;0;32.23;0;0;0;0.8;0;0.8;0;1199.405;-7.28;584.366;97.577;3.966;16.149;27.31;57.66;200;"COMX"
"r618";0;0;0;7.8;0;0;0;0;5.1;0;0;0;0;0;0;0;0;0;0;0;0;25.5;0;61.6;0;0;0;0;0;0;0;1190.321;-6.684;574.821;95.333;4.154;16.069;26.21;57.96;100;"COMX"
"r619";0;0.6;0;2.9;0;11.79;0;0;8.99;0;0;18.68;0.3;0;0;0;0;0;0;0;0;0.9;0;52.85;0;0.6;0;1.2;0;1.2;0;1865.34;-6.273;402.962;60.909;6.881;19.811;47.5;51.75;80;"COMX"
"r620";2.45;0;0;1.22;0;0.92;0;0;2.45;0;0;0;0;15.51;0;0;0;0;0;0;0;5.2;0;50.41;0;21.84;0;0;0;0;0;1950.306;-6.255;496.884;58.772;7.488;19.723;42.15;43.41;1600;"COMX"
"r621";2.12;0;0;8.02;0;0.45;0;0;40.09;0;2.12;0;1.45;12.92;0;0;0;0;0;0;0;5.9;0;8.91;0;15.92;0;2.12;0;0;0;1920.964;-6.408;691.861;65.678;7.245;19.307;41.63;43.3;1800;"COMX"
"r622";0;0;0;0;0;14.44;0;0;16.84;0;0;51.47;0;0;0;0;0;0;0;0;0;0;0;16.84;0;0.4;0;0;0;0;0;2337.58;-6.883;273.596;40.24;7.922;21.547;66.75;47.66;400;"COMX"
"r623";0;0;0;9.82;0;0.74;0;0;9.82;0;0;51.04;9.82;0;0;0;0;0;0;0;0;0;0;9.82;0;8.96;0;0;0;0;0;2193.031;-8.287;276.609;44.244;6.925;21.169;67.25;45.78;180;"COMX"
"r624";0;0;0;0;0;11.01;0;0;28.83;0;0;0;0;12.41;0;0;0;0;0;0;0;1.3;0;45.65;0;0.8;0;0;0;0;0;1155.373;-20.104;442.239;82.857;-0.722;17.393;93.66;55.83;800;"COMX"
"r625";0;0;0;0;0;33.9;0;0;50.1;0;0;15.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;2259.959;-8.672;352.452;48.723;7.078;21.466;73.66;43.66;450;"COMX"
"r626";0;8.48;0;0;0;8.18;0;0;16.87;0;0;34.63;0;0.2;0;0;0;0;0;0;0;0;0;8.48;0;6.19;0;0;8.48;0;8.48;2286.304;-7.621;269.444;41.739;7.441;21.486;67.25;45.28;180;"COMX"
"r627";2.56;0;0;0;0;18.24;0;0;2.56;0;0;30.74;0;0;0;0;0;0;0;0;0;0;0;45.9;0;0;0;0;0;0;0;1632.757;-14.442;345.255;52.497;3.235;19.582;82.75;48;600;"COMX"
"r628";0;0;0;3.7;0;1.2;0;0;3.7;0;0;11.4;0.2;3.8;0;0;0;0;0;0;0;1.8;0;60;0;6.4;0;2.5;3.7;0.9;0.7;1813.59;-6.468;455.282;69.689;6.641;19.58;46.25;51.5;50;"COMX"
"r629";0;0;0;14.69;0;0.25;0;0;11.19;0;0.4;0.3;13.89;1.9;0;0;0;0;0;0;0;10.14;0;46.1;0;0.45;0;0.05;0.05;0.25;0.35;1407.443;-5.223;588.645;95.271;5.571;17.155;25.69;55.61;100;"COMX"
"r630";0;0;0;1;0;0;0;0;6.7;0;4.7;0;0;0;0;0;0;0;0;0;0;1;0;86.6;0;0;0;0;0;0;0;1361.259;-5.868;576.592;94.259;5.074;16.867;28.11;56.03;120;"COMX"
"r631";0;0;0;23;0;0;0;0;32;0;0;0;7;0;0;0;0;0;0;0;0;10;0;21;0;0;0;2;0;3;2;1526.899;-5.099;595.659;92.562;5.883;17.536;28.83;55.18;180;"COMX"
"r632";0;0;0;9.7;0;0;0;0;34.6;0;0.1;0;2.1;0;0;0;0;0;0;0;0;14.5;0;36.3;0;0;0;2.4;0;0;0.3;1465.43;-5.484;567.849;90.994;5.52;17.291;30.16;55.26;100;"COMX"
"r633";0;0;0;2.7;0;0;0;0;23.81;0;0;2.45;1.4;0.85;0;0;0;0;0;0;0;1.8;0;20.66;0;3.35;0;13.81;0;27.81;1.35;1644.719;-6.199;526.174;83.968;6.026;18.516;37.16;53.96;150;"COMX"
"r634";0;0;0;0.8;0;0;0;0;16.48;0;0;0;1.6;2.4;0;0;0;0;0;0;0;3.2;0;42.26;0;17.58;0;15.68;0;0;0;1942.435;-4.643;530.699;76.499;7.567;19.686;38.83;52.46;200;"COMX"
"r635";0;0;0;1.9;0;0;0;0;14.97;0;1;0;4.69;0;0;0;0;0;0;0;0;1;0;39.92;0;2.2;0;33.33;0;1;0;1846.655;-4.738;542.086;79.585;7.113;19.13;36.85;53.1;150;"COMX"
"r636";0;0;0;2.8;0;6.8;0;0;23.7;0;0;0.4;0;1.4;0;0;0;0;0;0;0;0;0;59.4;0;3.3;0;1.1;1.1;0;0;1761.504;-6.941;479.507;75.491;6.277;19.341;44.5;53;200;"COMX"
"r637";0;0;0;28.7;0;0.3;0;0;22.8;0;0.3;0.7;6.6;1.3;0;3.2;0;0;0;0;0;3.6;0;29.5;0;1;0;0.3;0.3;0.7;0.7;1302.648;-5.224;581.808;92.861;5.253;16.74;23.58;56.83;20;"COMX"
"r638";0;0;0;10.01;0;6.21;0;0;18.92;0;0;6.21;3.8;0.7;0;0;0;0;0;0;0;6.91;0;30.63;0;13.61;0;1.5;0;1.5;0;1924.305;-3.565;560.222;81.069;7.736;19.25;33.35;52.31;150;"COMX"
"r639";0;0;0;2.5;0;2.95;0;0;58.27;0;0;3.4;0.65;1.45;0;0;0;0;0;0;0;1.3;0;19.99;0;7.4;0;1;0.95;0.15;0;1758.139;-5.204;542.643;82.018;6.707;18.827;36.25;54.1;180;"COMX"
"r640";0;0;0;2.6;0;0.4;0;0;11.6;0;0;34.6;0;0;0;0;0;0;0;0;0;0.7;0;47.1;0;1;0;0.7;0;1.3;0;1850.204;-5.288;529.328;78.361;7.041;19.371;39.58;52.61;150;"COMX"
"r641";0;0;0;2.5;0;19.24;0;0;3.55;0;0;4.9;1.7;0;0;0;0;0;0;0;0;0.2;0;44.18;0;22.04;0;1.5;0;0.2;0;1818.82;-5.266;553.147;82.129;7.01;19.303;39.05;51.38;100;"COMX"
"r642";0;0;0;1.2;0;1.1;0;0;5.5;0;0;3.7;0;15.9;0;0;0;0;0;3.7;0;0;0;59.5;0;8.2;0;0;1.2;0;0;1907.676;-4.943;515;75.265;7.373;19.649;40.16;51.16;100;"COCO"
"r643";0;0;0;2.2;0;0.6;0;0;11.3;0;0;34.5;0;0;0;0;0;0;0;0;0;0.7;0;47.5;0;1;0;0.7;0;1.5;0;1897.977;-5.067;522.997;76.601;7.292;19.58;39.85;52.55;180;"COMX"
"r644";0;0;0;7.7;0;0.35;0;0;18.45;0;0;0;0.75;2;0;0;0;0;0;0;0;9.1;0;54.9;0;6;0;0.5;0;0.25;0;1450.416;-5.044;606.861;95.204;5.747;17.302;25.67;55.185;135;"COMX"
"r645";0;0;0;18.7;0;0;0;0;28;0;0;0;9.3;0;0;0;0;0;0;0;0;9.3;0;28.1;0;0;0;4.7;0;1.9;0;1417.1;-4.93;596.196;93.756;5.624;17.066;25.01;55.76;100;"COMX"
"r646";0;0;0;7.3;0;0;0;0;11.5;0;0;0;0;0;0;0;0;0;0;0;0;14.6;0;66.6;0;0;0;0;0;0;0;1436.476;-5.272;610.586;96.092;5.644;17.28;26;55.16;150;"COMX"
"r647";0;0;0;14.6;0;0;0;0;28.1;0;0;0;0;0;0;0;0;0;0;0;0;10.4;0;46.9;0;0;0;0;0;0;0;1359.894;-6.09;596.799;96.35;5.009;16.894;27.51;56.08;180;"COMX"
"r648";0;0;0;1.1;0;0;0;0;22.82;0;1.1;0;4.3;0;0;0;0;0;0;0;0;20.62;0;44.64;0;0;0;4.3;0;0;1.1;1499.726;-4.226;622.449;97.244;6.287;17.578;24.03;54.78;80;"COMX"
"r649";0;0;0;11.9;0;0;0;0;25;0;0;0;3.3;0;0;0;0;0;0;0;0;3.3;0;56.5;0;0;0;0;0;0;0;1471.232;-4.924;621.791;96.707;5.932;17.558;25.26;54.81;120;"COMX"
"r650";0;0;0;10.31;0;0;0;0;22.52;0;2.9;0.8;4.7;0.8;0;0;0;0;0;0;0;1.9;0;44.14;0;4.4;0;4.7;0;1.9;0.9;1493.838;-4.526;604.148;94.427;6.073;17.474;25;54.95;100;"COMX"
"r651";0;0;0;3.3;0;0.9;0;0;3.9;0;0.6;0;0.3;1.5;0;0;0;0;0;0;0;7.21;0;76.38;0;5.31;0;0;0;0.6;0;1494.365;-4.851;632.571;96.565;6.019;17.619;25.25;54.41;150;"COMX"
"r652";0;0.8;0;4.11;0;1.4;0;0;26.55;0;0.8;1.4;0.8;1;0;4.91;0;0;0;0;0;1.6;0;50.3;0;1.4;0;0.8;2.51;0;1.6;1352.75;-4.91;585.159;92.419;5.474;16.836;23.16;56.21;50;"COMX"
"r653";0;0;0;11.49;0;0;0;0;14.99;0;0;0.6;1.4;24.98;0;0;0;0;0;0;0;12.99;0;28.47;0;3.1;0;0;2;0;0;1351.736;-4.957;623.656;93.178;5.426;16.794;21.88;56.43;100;"COMX"
"r654";0;0;0;10.01;0;0;0;0;42.04;0;0;0;1;0;0;0;0;0;0;0;0;4.9;0;42.04;0;0;0;0;0;0;0;1108.586;-6.617;577.082;93.599;3.931;15.721;24.76;58.83;20;"COMX"
"r655";0;0;0;7.7;0;0.5;0;0;31.7;0;0;0;0.8;0;0;19.8;0;0;0;0;0;3.8;0;32.4;0;3.3;0;0;0;0;0;1066.147;-6.919;567.58;93.554;3.678;15.554;24.45;59.25;20;"COMX"
"r656";0;0;0;0;0;39.04;0;0;22.03;0;0;16.89;0;0;0;0;0;0;0;0;0;0;0;22.03;0;0;0;0;0;0;0;2226.182;-8.085;336.676;44.064;7.336;21.208;72.05;47.91;800;"COMX"
"r657";0;0;0;11.23;0;25.58;0;0;11.23;0;0;27.03;0;0.22;0;0;0;0;0;0;0;0;0;11.23;0;2.22;0;0;11.23;0;0;2329.704;-7.426;263.681;40.429;7.63;21.658;67.5;44.83;150;"COMX"
"r658";0.1;0;0;1.4;0;11.48;0;0;6.59;0;0;11.08;0;0.1;0;0;0;0;0;0;0;0.7;0;55.29;0;4.99;0;5.89;0.5;1.2;0.7;2210.684;-4.852;349.211;44.224;8.305;21.036;52.5;48.5;-10;"COMX"
"r659";9.88;0;0;0;0;8.23;0;0;29.42;0;0;31.61;0;0;0;0;0;0;0;0;0;0;0;0;0;10.98;0;0;0;0;9.88;2060.873;-10.289;339.284;43.087;6.029;20.826;80.33;42.91;700;"COMX"
"r660";0;0;0;7.1;0;0;0;0;14.1;0;1;0;3;0;0;0;0;0;0;0;0;12.1;0;57.7;0;0;0;4;0;1;0;1669.706;-4.55;590.124;91.201;6.624;18.305;30.53;53.51;150;"COMX"
"r661";0;0;0;1;0;0;0;0;4.5;0;0;0;0;0;0;0;0;0;0;0;0;2.1;0;92.4;0;0;0;0;0;0;0;2000.831;-2.576;579.182;81.276;8.188;19.29;31.13;51.78;120;"COMX"
"r662";0;0;0;4;0;0;0;0;14.9;0;1.4;0;0;0;0;0;0;0;0;0;0;3.4;0;63.9;0;0;0;9;0;0.4;3;2044.698;-2.561;574.83;79.999;8.339;19.494;32;51.5;120;"COMX"
"r663";0;0;0;13.2;0;0;0;0;21.3;0;1;0;2;0;0;0;0;0;0;0;0;1;0;55.5;0;0;0;5;0;0;1;2010.675;-2.705;572.365;80.512;8.222;19.404;31.76;52.01;150;"COMX"
"r664";0;0;0;1.7;0;0.8;0;0;9.5;0;0.5;2.2;0;7.6;0;0;0;0;0;0;0;0.8;0;67.4;0;3.2;0;3.8;1.7;0;0.8;2026.589;-2.508;576.511;80.509;8.277;19.378;31.52;51.57;110;"COMX"
"r665";0;0;0;11.6;0;0;0;0;17.5;0;1.8;0;1.1;0;0;0;0.4;0;0;0;0;6.3;0;55.3;0;0;0;4.2;0;0.4;1.4;1711.88;-3.845;582.069;87.853;6.861;18.187;29.16;53.11;100;"COMX"
"r666";0;0;0;12.99;0;15.08;0;0;8.59;0;0;8.09;1;0.2;0;0;0;0;0;0;0;1;0;33.17;0;12.49;0;4.9;2.1;0;0.4;1977.368;-5.429;451.076;63.652;7.389;20.052;46.5;50.66;20;"COMX"
"r667";0;0;0;6.7;0;0.49;0;0;3.99;0;0;4.44;8.1;7.06;0;0;0;0;0;0;0;0.29;0;33.28;0;28.86;0;5.83;0;0.63;0.34;2175.501;-2.948;538.309;71.576;8.742;20.306;37.6;51.35;200;"COMX"
"r668";0;0;0;0;0;2.67;0;0;0;0;0;28.47;0;0;0;0;0;0;0;0;0;4.42;0;64.44;0;0;0;0;0;0;0;2150.623;-2.594;538.415;73.105;8.771;20.117;35.08;51.5;200;"COMX"
"r669";0;0;0;0;0;39.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60.1;0;0;0;0;0;2069.74;-4.89;413.817;56.554;7.864;20.412;47;50.16;20;"WAST"
"r670";0;0;0;0;0;9.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71.5;0;19;0;0;0;0;0;2068.415;-4.728;479.711;64.455;7.859;20.289;45.58;50.01;20;"TEDE"
"r671";0;0;0;12.29;0;0.5;0;0;14.89;0;0.5;0;3.8;0.5;0;0;0;0;0;0;0;24.48;0;38.86;0;2.1;0;1.1;0.5;0;0.5;1459.295;-4.396;583.294;93.206;5.976;17.249;24.56;55.43;50;"COMX"
"r672";0;0;0;3.51;0;1.3;0;0;0;0;0;0.4;0.8;5.81;0;0;0;0;0;0;0;0.3;0;83.97;0;2.4;0;1.1;0;0.4;0;2006.491;-2.963;559.669;79.817;8.223;19.542;32.38;52.2;200;"TEDE"
"r673";0;0;0;12.61;0;1.8;0;0;20.72;0;0;2.7;0;2.7;0;0;0;0;0;0;0;0;0;48.65;0;2.7;0;1.8;0;4.5;1.8;1829.148;-4.519;508.331;77.151;7.225;19.103;35;53.33;200;"COMX"
"r674";0;0;0;0.65;0;4.85;0;0;5.34;0;0;6.84;0;2.15;0;0;0;0;0;0;0;0.4;0;32.32;0;17.58;0;28.97;0.5;0;0.4;2184.33;-2.562;539.492;71.781;8.846;20.208;36.175;51.63;190;"COMX"
"r675";0;0;0;7.2;0;4.6;0;0;5.7;0;0;15.1;0.8;0.9;0;0;0;0;0;0;0;0;0;48.4;0;4.1;0;4.8;3.2;0.8;4.4;1939.078;-4.733;399.143;59.41;7.658;19.936;41.63;51.1;100;"COMX"
"r676";0;0;0;6.35;0;0;0;0;3.95;0;0.3;0;2.85;0;0;0;0;0;0;0;0;28.65;0;52.25;0;0;0;1.4;0;2.85;1.4;1533.383;-4.088;610.504;95.055;6.398;17.634;23.735;54.58;105;"COMX"
"r677";0;0;0;22.77;0;0.25;0;0;20.97;0;0.95;0.25;16.02;0.25;0;0;0;0;0;0;0;9.31;0;22.12;0;4.95;0;0.6;0;0.6;0.95;1434.351;-4.578;636.978;94.58;5.853;17.158;22.38;55.715;125;"COMX"
"r678";0;0;0;9.1;0;0;0;0;5;0;1;0;3;0;0;0;0;0;0;0;0;28.3;0;50.6;0;0;0;0;0;2;1;1516.162;-3.896;593.658;93.498;6.375;17.495;23.31;54.88;50;"COMX"
"r679";0;0;0;6;0;0;0;0;18;0;0;0;2;0;0;0;0;0;0;0;0;19;0;52;0;0;0;3;0;0;0;1541.756;-3.279;614.386;92.155;6.677;17.552;20.81;54.51;20;"COMX"
"r680";0;0;0;5.9;0;0.17;0;0;6.93;0;0.2;0.13;2.27;2.5;0;0;0;0;0;0;0;13.27;0;62.8;0;3.87;0;1.3;0.33;0.13;0.2;1388.364;-4.419;616.912;92.904;5.743;16.926;21.85;55.9967;40;"COMX"
"r681";0;0;0;20.22;0;0;0;0;26.73;0;0;0;5.01;0;0;0;0;0;0;0;0;8.61;0;34.53;0;0;0;1.4;0;1.4;2.1;1419.212;-4.632;616.91;93.884;5.769;17.077;22.88;55.75;100;"COMX"
"r682";0;0;0;20;0;0;0;0;40;0;0;0;1;0;0;0;0;0;0;0;0;3;0;36;0;0;0;0;0;0;0;1520.06;-4.287;606.792;98.623;6.426;17.775;24.03;54.38;100;"COMX"
"r683";0;0;0;3.8;0;0;0;0;2.9;0;4.8;0;1.9;0;0;0;0;0;0;0;0;29.2;0;55.5;0;0;0;1;0.9;0;0;1492.934;-4.431;640.12;98.22;6.206;17.579;24.28;54.71;120;"COMX"
"r684";0;0;0;6.2;0;0.8;0;0;15.7;0;8.8;0.8;1.8;3.2;0;0.8;0;0;0;0;0;9.7;0;44.9;0;3.9;0;1.8;0.7;0.9;0;1727.668;-3.21;624.366;91.626;7.367;18.462;23.81;52.66;200;"COMX"
"r685";0;0;0;2.1;0;0.1;0;0;3;0;0;0.1;0.7;1.6;0;0;0;0;0;0;0;5.39;0;85.02;0;0.7;0;0;0;0.7;0.6;1540.712;-4.124;606.478;96.106;6.452;17.73;24.35;54.35;100;"COMX"
"r686";0;0;0;2.5;0;0.4;0;0;4.2;0;1.7;0.4;0;1.5;0;0;0;0;0;0;0;6.49;0;73.23;0;7.69;0;1.4;0;0;0.5;1560.738;-3.916;603.376;94.68;6.55;17.744;23.7;54.3;100;"COMX"
"r687";3.9;0.8;0;10.7;0;1.1;0;0;13.8;0;1.5;1.7;7.7;2.8;0;0;18.5;0.8;1;0;0;4.6;0;9.2;0;15.5;0;4.6;1;0;0.8;2216.975;-1.371;831.002;90.797;9.892;20.708;22.81;49.11;670;"COMX"
