La préservation de l environnement est une chose ...;Les découvertes scientifiques améliorent-elles la vie ?;Fonctionnement de la justice;La société française a-t-elle besoin de se transformer ?;Sexe;Diplôme;Profession;Age
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;oui;masculin;CEP ou fin études;ouvrier qualifié;35
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;non;masculin;BEPC-BE-BEPS;cadre moyen;39
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;oui;féminin;CEP ou fin études;ouvrier qualifié;44
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;féminin;CEP ou fin études;autre emp. non qual.;31
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;masculin;aucun;ouvrier spécialisé;32
préservation env. assez importante;découvertes améliorent la vie : pas du tout;Fonctionnement de la justice : assez bon;oui;féminin;CEP ou fin études;ouvrier spécialisé;20
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;oui;masculin;aucun;ouvrier qualifié;56
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;féminin;université,gde école;Non communiqué;20
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;féminin;baccalauréat (1/2);Non communiqué;48
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;féminin;baccalauréat (1/2);personnel de service;19
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;non;féminin;autre;cadre moyen;24
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;non;masculin;université,gde école;cadre supérieur;65
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;masculin;CEP ou fin études;autre actif;68
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;oui;féminin;aucun;autre emp. non qual.;66
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;oui;féminin;BEPC-BE-BEPS;cadre moyen;59
préservation env. très importante;découvertes améliorent la vie : pas du tout;Fonctionnement de la justice : assez mauvais;non;féminin;aucun;petit commercant;59
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;oui;masculin;université,gde école;cadre supérieur;36
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : sans opinion;oui;masculin;baccalauréat (1/2);cadre moyen;29
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;féminin;université,gde école;cadre moyen;30
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;oui;féminin;aucun;autre employé qual.;21
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;oui;féminin;BEPC-BE-BEPS;autre emp. non qual.;27
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;non;masculin;CEP ou fin études;ouvrier spécialisé;37
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;non;féminin;CEP ou fin études;petit commercant;59
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;féminin;CEP ou fin études;ouvrier spécialisé;42
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;masculin;CEP ou fin études;manoeuvre;27
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;féminin;aucun;autre emp. non qual.;61
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;non;masculin;CEP ou fin études;contremaître;82
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;oui;masculin;CEP ou fin études;ouvrier qualifié;38
préservation env. assez importante;découvertes améliorent la vie : pas du tout;Fonctionnement de la justice : sans opinion;oui;féminin;aucun;personnel de service;59
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;féminin;BEPC-BE-BEPS;Non communiqué;18
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;masculin;baccalauréat (1/2);Non communiqué;22
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;non;féminin;université,gde école;Non communiqué;29
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;masculin;BEPC-BE-BEPS;exploitant agricole;68
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : sans opinion;oui;féminin;aucun;ouvrier qualifié;45
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;féminin;CEP ou fin études;personnel de service;37
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;oui;féminin;BEPC-BE-BEPS;autre employé qual.;79
préservation env. peu importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;féminin;CEP ou fin études;autre employé qual.;62
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;non;masculin;BEPC-BE-BEPS;artisan;59
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : sans opinion;ne sait pas;masculin;université,gde école;profession libérale;30
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;oui;masculin;université,gde école;cadre moyen;28
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;masculin;brevet sup.;cadre moyen;54
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;non;féminin;baccalauréat (1/2);cadre moyen;22
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : très mauvais;oui;masculin;CEP ou fin études;employé de commerce;24
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : très mauvais;oui;féminin;baccalauréat (1/2);autre emp. non qual.;26
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;non;féminin;université,gde école;employé de commerce;26
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;masculin;CEP ou fin études;ouvrier qualifié;37
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;masculin;BEPC-BE-BEPS;ouvrier qualifié;22
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;non;féminin;aucun;ouvrier spécialisé;54
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;masculin;BEPC-BE-BEPS;ouvrier qualifié;32
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;féminin;BEPC-BE-BEPS;ouvrier spécialisé;29
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;masculin;CEP ou fin études;ouvrier qualifié;30
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;non;masculin;CEP ou fin études;personnel de service;48
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;non;féminin;université,gde école;Non communiqué;26
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;féminin;baccalauréat (1/2);Non communiqué;18
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;non;féminin;baccalauréat (1/2);cadre moyen;39
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;non;féminin;BEPC-BE-BEPS;Non communiqué;75
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;féminin;aucun;autre employé qual.;48
préservation env. très importante;découvertes améliorent la vie : pas du tout;Fonctionnement de la justice : très mauvais;oui;masculin;aucun;ouvrier spécialisé;43
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;non;masculin;CEP ou fin études;exploitant agricole;66
préservation env. très importante;découvertes améliorent la vie : pas du tout;Fonctionnement de la justice : assez mauvais;oui;masculin;aucun;ouvrier qualifié;77
préservation env. très importante;découvertes améliorent la vie : pas du tout;Fonctionnement de la justice : très mauvais;oui;masculin;CEP ou fin études;cadre moyen;74
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : très mauvais;oui;féminin;CEP ou fin études;artisan;58
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;oui;masculin;brevet sup.;autre actif;54
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : sans opinion;oui;féminin;CEP ou fin études;employé de commerce;33
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;masculin;CEP ou fin études;ouvrier qualifié;25
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;masculin;baccalauréat (1/2);autre emp. non qual.;42
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;masculin;université,gde école;autre emp. non qual.;33
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;oui;masculin;baccalauréat (1/2);cadre moyen;27
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;masculin;CEP ou fin études;manoeuvre;58
préservation env. très importante;découvertes améliorent la vie : pas du tout;Fonctionnement de la justice : assez bon;non;masculin;CEP ou fin études;exploitant agricole;49
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;non;masculin;CEP ou fin études;ouvrier spécialisé;79
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;masculin;CEP ou fin études;cadre moyen;60
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;féminin;BEPC-BE-BEPS;autre employé qual.;40
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;non;féminin;BEPC-BE-BEPS;artisan;31
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;féminin;CEP ou fin études;petit commercant;58
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;féminin;université,gde école;Non communiqué;20
préservation env. très importante;découvertes améliorent la vie : pas du tout;Fonctionnement de la justice : assez mauvais;oui;féminin;BEPC-BE-BEPS;Non communiqué;19
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;féminin;BEPC-BE-BEPS;Non communiqué;23
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;féminin;baccalauréat (1/2);Non communiqué;44
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;féminin;baccalauréat (1/2);cadre moyen;38
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;oui;féminin;aucun;Non communiqué;79
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;non;masculin;CEP ou fin études;manoeuvre;67
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;non;masculin;BEPC-BE-BEPS;cadre moyen;68
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;féminin;CEP ou fin études;ouvrier spécialisé;53
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;non;masculin;CEP ou fin études;artisan;66
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : ne veut pas répondre;non;féminin;CEP ou fin études;exploitant agricole;53
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;oui;féminin;BEPC-BE-BEPS;cadre moyen;29
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;féminin;baccalauréat (1/2);profession libérale;39
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;oui;masculin;baccalauréat (1/2);manoeuvre;30
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : très mauvais;oui;masculin;baccalauréat (1/2);autre emp. non qual.;26
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;féminin;CEP ou fin études;personnel de service;40
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;masculin;CEP ou fin études;ouvrier spécialisé;29
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;oui;féminin;baccalauréat (1/2);petit commercant;56
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;non;masculin;CEP ou fin études;exploitant agricole;44
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : très mauvais;oui;féminin;CEP ou fin études;petit commercant;50
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : très mauvais;oui;féminin;CEP ou fin études;autre emp. non qual.;29
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;non;féminin;baccalauréat (1/2);cadre supérieur;25
préservation env. très importante;découvertes améliorent la vie : pas du tout;Fonctionnement de la justice : assez bon;non;féminin;aucun;personnel de service;39
préservation env. Non-réponse;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;ne sait pas;féminin;aucun;personnel de service;72
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;oui;masculin;université,gde école;profession libérale;82
préservation env. peu importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : ne veut pas répondre;oui;féminin;aucun;cadre moyen;73
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;masculin;CEP ou fin études;petit commercant;66
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très bon;non;masculin;aucun;petit commercant;70
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;non;masculin;BEPC-BE-BEPS;artisan;44
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;ne sait pas;masculin;CEP ou fin études;ouvrier qualifié;55
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : ne veut pas répondre;oui;féminin;BEPC-BE-BEPS;personnel de service;54
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;oui;masculin;BEPC-BE-BEPS;autre emp. non qual.;24
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : ne veut pas répondre;oui;féminin;BEPC-BE-BEPS;autre emp. non qual.;34
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : ne veut pas répondre;oui;féminin;aucun;autre emp. non qual.;23
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : sans opinion;oui;masculin;aucun;ouvrier spécialisé;56
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;masculin;CEP ou fin études;ouvrier qualifié;79
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : sans opinion;ne sait pas;masculin;aucun;ouvrier spécialisé;34
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : très mauvais;oui;masculin;aucun;ouvrier spécialisé;38
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;oui;masculin;CEP ou fin études;ouvrier spécialisé;26
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;féminin;université,gde école;cadre supérieur;49
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : très bon;oui;féminin;baccalauréat (1/2);Non communiqué;39
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;non;féminin;baccalauréat (1/2);employé de commerce;60
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;oui;féminin;CEP ou fin études;ouvrier spécialisé;36
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : sans opinion;oui;féminin;brevet sup.;inconnu;67
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;ne sait pas;féminin;CEP ou fin études;employé de commerce;81
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;féminin;aucun;ouvrier spécialisé;57
préservation env. assez importante;découvertes améliorent la vie : pas du tout;Fonctionnement de la justice : assez mauvais;oui;masculin;aucun;inconnu;78
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;oui;masculin;autre;autre actif;79
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;oui;masculin;BEPC-BE-BEPS;cadre supérieur;64
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;masculin;BEPC-BE-BEPS;autre emp. non qual.;54
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;masculin;CEP ou fin études;autre emp. non qual.;37
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;masculin;aucun;ouvrier spécialisé;30
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;masculin;aucun;ouvrier qualifié;53
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;féminin;BEPC-BE-BEPS;Non communiqué;18
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;féminin;CEP ou fin études;employé de commerce;26
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;oui;féminin;CEP ou fin études;Non communiqué;41
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : très mauvais;oui;féminin;aucun;petit commercant;65
préservation env. très importante;découvertes améliorent la vie : pas du tout;Fonctionnement de la justice : très mauvais;oui;féminin;CEP ou fin études;autre employé qual.;65
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;masculin;CEP ou fin études;cadre moyen;30
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;masculin;BEPC-BE-BEPS;autre emp. non qual.;23
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;ne sait pas;féminin;CEP ou fin études;ouvrier qualifié;49
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;masculin;CEP ou fin études;ouvrier spécialisé;34
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;masculin;CEP ou fin études;ouvrier qualifié;27
préservation env. peu importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;ne sait pas;féminin;CEP ou fin études;ouvrier qualifié;56
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : sans opinion;non;féminin;CEP ou fin études;personnel de service;53
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;non;féminin;baccalauréat (1/2);Non communiqué;30
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;oui;féminin;CEP ou fin études;Non communiqué;25
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;ne sait pas;féminin;aucun;personnel de service;72
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : sans opinion;non;féminin;CEP ou fin études;autre emp. non qual.;64
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;masculin;CEP ou fin études;autre emp. non qual.;66
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : sans opinion;non;féminin;CEP ou fin études;artisan;40
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;féminin;université,gde école;cadre moyen;27
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;masculin;brevet sup.;cadre moyen;33
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : très mauvais;oui;féminin;brevet sup.;autre employé qual.;27
préservation env. très importante;découvertes améliorent la vie : pas du tout;Fonctionnement de la justice : sans opinion;oui;féminin;CEP ou fin études;autre emp. non qual.;50
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;masculin;baccalauréat (1/2);autre emp. non qual.;22
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;non;masculin;CEP ou fin études;ouvrier qualifié;31
préservation env. très importante;découvertes améliorent la vie : pas du tout;Fonctionnement de la justice : assez mauvais;oui;masculin;BEPC-BE-BEPS;ouvrier spécialisé;28
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;oui;masculin;BEPC-BE-BEPS;ouvrier qualifié;25
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;non;masculin;BEPC-BE-BEPS;ouvrier qualifié;24
préservation env. assez importante;découvertes améliorent la vie : Oui, un peu;Fonctionnement de la justice : assez mauvais;oui;féminin;CEP ou fin études;ouvrier spécialisé;33
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : sans opinion;oui;féminin;aucun;exploitant agricole;48
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;non;masculin;baccalauréat (1/2);Non communiqué;19
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;masculin;brevet sup.;cadre moyen;32
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : très mauvais;oui;féminin;aucun;Non communiqué;44
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;féminin;CEP ou fin études;ouvrier spécialisé;39
préservation env. peu importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : sans opinion;non;féminin;BEPC-BE-BEPS;petit commercant;32
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;non;masculin;université,gde école;cadre supérieur;65
préservation env. très importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;non;féminin;aucun;personnel de service;65
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez bon;oui;féminin;CEP ou fin études;ouvrier qualifié;84
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;non;féminin;université,gde école;profession libérale;64
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : sans opinion;non;masculin;CEP ou fin études;exploitant agricole;47
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;oui;féminin;université,gde école;autre actif;30
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;féminin;BEPC-BE-BEPS;Non communiqué;20
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;masculin;BEPC-BE-BEPS;ouvrier qualifié;18
préservation env. assez importante;découvertes améliorent la vie : pas du tout;Fonctionnement de la justice : assez mauvais;oui;masculin;aucun;ouvrier qualifié;55
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très mauvais;non;masculin;CEP ou fin études;artisan;54
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;féminin;CEP ou fin études;autre employé qual.;37
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : sans opinion;ne sait pas;masculin;aucun;exploitant agricole;50
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : sans opinion;non;masculin;aucun;exploitant agricole;50
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;féminin;université,gde école;cadre supérieur;31
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;ne sait pas;masculin;CEP ou fin études;exploitant agricole;26
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;masculin;aucun;exploitant agricole;49
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : très bon;oui;féminin;aucun;personnel de service;81
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;ne sait pas;masculin;aucun;exploitant agricole;56
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;masculin;CEP ou fin études;exploitant agricole;53
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;ne sait pas;masculin;CEP ou fin études;exploitant agricole;44
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez mauvais;non;féminin;baccalauréat (1/2);cadre moyen;38
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;masculin;CEP ou fin études;exploitant agricole;40
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : sans opinion;non;masculin;CEP ou fin études;exploitant agricole;51
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;non;masculin;CEP ou fin études;exploitant agricole;30
préservation env. assez importante;découvertes améliorent la vie : oui, beaucoup;Fonctionnement de la justice : assez bon;non;féminin;CEP ou fin études;exploitant agricole;49
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : sans opinion;oui;féminin;CEP ou fin études;personnel de service;44
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;ne sait pas;féminin;CEP ou fin études;exploitant agricole;47
préservation env. assez importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : assez mauvais;oui;masculin;CEP ou fin études;ouvrier qualifié;22
préservation env. très importante;découvertes améliorent la vie : oui, un peu;Fonctionnement de la justice : ne veut pas répondre;oui;féminin;CEP ou fin études;autre emp. non qual.;55
