ptt dèj;goûter;soirée;après déjeuner;après dîner;tt moment;maison;travail;salon de t;amis;resto;bar;variété;comment;sucre;forme;lieuachat;type;sexe;CSP;Sport;âge;âge_Q;fréquence;évasion-exotisme;spiritualité;bon pr la santé;diurétique;convivialité;absorption fer;féminin;raffiné;amaigrissant;excitant;relaxant;ss effet santé
ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;tt moment;maison;Pas.travail;Pas.salon de t;Pas.amis;resto;Pas.bar;parfumé;pur;sucré;sachet;GMS;t_variable;F;non actif;Pas.sportif;27;25-34;1/jour;Pas.évasion-exotisme;Pas.spiritualité;bon pr la santé;Pas.diurétique;convivialité;Pas.absorption fer;féminin;Pas.raffiné;amaigrissant;excitant;Pas.relaxant;Pas.ss effet santé
ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;tt moment;maison;Pas.travail;Pas.salon de t;Pas.amis;Pas.resto;bar;parfumé;pur;sucré;sachet;GMS;t_marque_connue;F;étudiant;sportif;22;15-24;+ de 2/jour;Pas.évasion-exotisme;spiritualité;bon pr la santé;diurétique;convivialité;Pas.absorption fer;Pas.féminin;Pas.raffiné;Pas.amaigrissant;excitant;Pas.relaxant;Pas.ss effet santé
ptt dèj;goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;Pas.amis;Pas.resto;bar;parfumé;pur;sucré;sachet;GMS;t_marque_connue;F;étudiant;sportif;22;15-24;+ de 2/jour;Pas.évasion-exotisme;Pas.spiritualité;bon pr la santé;diurétique;convivialité;Pas.absorption fer;féminin;Pas.raffiné;Pas.amaigrissant;Pas.excitant;relaxant;Pas.ss effet santé
Pas.ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;tt moment;maison;Pas.travail;Pas.salon de t;amis;Pas.resto;Pas.bar;parfumé;pur;Pas.sucré;sachet+vrac;GMS;t_variable;F;étudiant;sportif;15;15-24;+ de 2/jour;évasion-exotisme;Pas.spiritualité;bon pr la santé;Pas.diurétique;convivialité;Pas.absorption fer;féminin;raffiné;Pas.amaigrissant;Pas.excitant;relaxant;Pas.ss effet santé
ptt dèj;goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;travail;Pas.salon de t;amis;Pas.resto;Pas.bar;parfumé;citron;sucré;sachet;GMS;t_marque_connue;F;ouvrier;sportif;20;15-24;+ de 2/jour;Pas.évasion-exotisme;spiritualité;bon pr la santé;diurétique;Pas.convivialité;absorption fer;féminin;raffiné;Pas.amaigrissant;Pas.excitant;relaxant;Pas.ss effet santé
Pas.ptt dèj;Pas.goûter;soirée;Pas.après dèj;Pas.après dîner;tt moment;maison;Pas.travail;Pas.salon de t;Pas.amis;Pas.resto;Pas.bar;vert;pur;sucré;sachet+vrac;GMS;t_marque_connue;F;étudiant;sportif;19;15-24;+ de 2/jour;Pas.évasion-exotisme;Pas.spiritualité;bon pr la santé;Pas.diurétique;convivialité;Pas.absorption fer;féminin;raffiné;Pas.amaigrissant;excitant;relaxant;Pas.ss effet santé
Pas.ptt dèj;goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;Pas.amis;resto;Pas.bar;noir;lait;sucré;sachet;GMS;t_inconnu;H;autre actif;sportif;45;45-59;1/jour;Pas.évasion-exotisme;Pas.spiritualité;Pas.bon pr la santé;Pas.diurétique;convivialité;Pas.absorption fer;Pas.féminin;Pas.raffiné;Pas.amaigrissant;Pas.excitant;relaxant;Pas.ss effet santé
ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;Pas.amis;Pas.resto;Pas.bar;noir;pur;Pas.sucré;vrac;magasin spécialisé;t_haut_de_gamme;H;cadre moyen;sportif;48;45-59;3 à 6/sem;évasion-exotisme;Pas.spiritualité;bon pr la santé;Pas.diurétique;convivialité;absorption fer;Pas.féminin;raffiné;Pas.amaigrissant;Pas.excitant;Pas.relaxant;Pas.ss effet santé
ptt dèj;goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;Pas.amis;Pas.resto;Pas.bar;noir;pur;Pas.sucré;sachet;GMS;t_MDD;H;cadre sup;sportif;35;35-44;1/jour;évasion-exotisme;Pas.spiritualité;bon pr la santé;diurétique;Pas.convivialité;Pas.absorption fer;Pas.féminin;Pas.raffiné;Pas.amaigrissant;Pas.excitant;relaxant;Pas.ss effet santé
ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;Pas.amis;Pas.resto;Pas.bar;parfumé;lait;sucré;sachet;GMS;t_variable;H;cadre moyen;Pas.sportif;50;45-59;1/jour;évasion-exotisme;Pas.spiritualité;Pas.bon pr la santé;diurétique;convivialité;Pas.absorption fer;Pas.féminin;raffiné;Pas.amaigrissant;Pas.excitant;Pas.relaxant;ss effet santé
ptt dèj;goûter;soirée;Pas.après dèj;Pas.après dîner;tt moment;maison;Pas.travail;Pas.salon de t;Pas.amis;Pas.resto;bar;parfumé;pur;sucré;sachet+vrac;GMS;t_variable;H;employé;sportif;25;25-34;+ de 2/jour;Pas.évasion-exotisme;Pas.spiritualité;bon pr la santé;Pas.diurétique;convivialité;Pas.absorption fer;Pas.féminin;raffiné;Pas.amaigrissant;Pas.excitant;relaxant;Pas.ss effet santé
Pas.ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;tt moment;maison;Pas.travail;Pas.salon de t;Pas.amis;Pas.resto;Pas.bar;vert;pur;Pas.sucré;sachet;GMS;t_variable;H;non actif;Pas.sportif;69;60 et +;1/jour;Pas.évasion-exotisme;Pas.spiritualité;bon pr la santé;Pas.diurétique;convivialité;Pas.absorption fer;Pas.féminin;raffiné;Pas.amaigrissant;excitant;Pas.relaxant;Pas.ss effet santé
ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;Pas.amis;Pas.resto;Pas.bar;vert;pur;sucré;sachet;GMS;t_marque_connue;H;non actif;Pas.sportif;70;60 et +;1/jour;Pas.évasion-exotisme;spiritualité;bon pr la santé;diurétique;convivialité;Pas.absorption fer;Pas.féminin;Pas.raffiné;Pas.amaigrissant;excitant;Pas.relaxant;Pas.ss effet santé
Pas.ptt dèj;goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;Pas.amis;Pas.resto;Pas.bar;vert;pur;sucré;sachet;GMS;t_marque_connue;H;ouvrier;sportif;40;35-44;1/jour;Pas.évasion-exotisme;Pas.spiritualité;bon pr la santé;diurétique;Pas.convivialité;Pas.absorption fer;Pas.féminin;Pas.raffiné;Pas.amaigrissant;Pas.excitant;relaxant;Pas.ss effet santé
Pas.ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;tt moment;maison;Pas.travail;Pas.salon de t;amis;Pas.resto;Pas.bar;vert;pur;sucré;sachet+vrac;GMS;t_MDD;H;non actif;sportif;21;15-24;1 à 2/sem;Pas.évasion-exotisme;Pas.spiritualité;bon pr la santé;Pas.diurétique;Pas.convivialité;Pas.absorption fer;féminin;Pas.raffiné;Pas.amaigrissant;Pas.excitant;relaxant;Pas.ss effet santé
ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;tt moment;maison;Pas.travail;salon de t;amis;Pas.resto;Pas.bar;vert;citron;sucré;vrac;magasin spécialisé;t_haut_de_gamme;H;cadre moyen;Pas.sportif;26;25-34;+ de 2/jour;évasion-exotisme;Pas.spiritualité;bon pr la santé;Pas.diurétique;convivialité;Pas.absorption fer;féminin;raffiné;Pas.amaigrissant;Pas.excitant;relaxant;Pas.ss effet santé
Pas.ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;Pas.amis;resto;Pas.bar;parfumé;pur;sucré;sachet+vrac;magasin spécialisé;t_variable;H;ouvrier;sportif;25;25-34;3 à 6/sem;évasion-exotisme;spiritualité;Pas.bon pr la santé;diurétique;convivialité;Pas.absorption fer;Pas.féminin;raffiné;Pas.amaigrissant;excitant;Pas.relaxant;Pas.ss effet santé
Pas.ptt dèj;Pas.goûter;soirée;après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;amis;Pas.resto;Pas.bar;parfumé;pur;sucré;sachet+vrac;GMS;t_marque_connue;H;employé;sportif;26;25-34;+ de 2/jour;évasion-exotisme;Pas.spiritualité;bon pr la santé;diurétique;convivialité;Pas.absorption fer;Pas.féminin;raffiné;Pas.amaigrissant;excitant;relaxant;Pas.ss effet santé
Pas.ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;tt moment;maison;Pas.travail;Pas.salon de t;Pas.amis;Pas.resto;Pas.bar;parfumé;pur;sucré;sachet;GMS;t_bas_de_gamme;H;ouvrier;Pas.sportif;23;15-24;1/jour;Pas.évasion-exotisme;Pas.spiritualité;Pas.bon pr la santé;Pas.diurétique;Pas.convivialité;Pas.absorption fer;Pas.féminin;Pas.raffiné;Pas.amaigrissant;excitant;Pas.relaxant;ss effet santé
Pas.ptt dèj;Pas.goûter;soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;Pas.maison;Pas.travail;Pas.salon de t;amis;Pas.resto;Pas.bar;parfumé;pur;sucré;sachet+vrac;GMS;t_marque_connue;F;étudiant;Pas.sportif;22;15-24;1/jour;Pas.évasion-exotisme;spiritualité;bon pr la santé;Pas.diurétique;convivialité;Pas.absorption fer;Pas.féminin;Pas.raffiné;Pas.amaigrissant;Pas.excitant;relaxant;Pas.ss effet santé
ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;Pas.amis;Pas.resto;Pas.bar;vert;pur;Pas.sucré;vrac;magasin spécialisé;t_haut_de_gamme;H;autre actif;sportif;45;45-59;1/jour;Pas.évasion-exotisme;Pas.spiritualité;bon pr la santé;Pas.diurétique;Pas.convivialité;Pas.absorption fer;Pas.féminin;raffiné;Pas.amaigrissant;Pas.excitant;Pas.relaxant;Pas.ss effet santé
ptt dèj;goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;tt moment;maison;travail;Pas.salon de t;amis;Pas.resto;Pas.bar;noir;pur;Pas.sucré;vrac;GMS;t_variable;H;employé;Pas.sportif;36;35-44;+ de 2/jour;Pas.évasion-exotisme;spiritualité;bon pr la santé;diurétique;Pas.convivialité;Pas.absorption fer;Pas.féminin;raffiné;Pas.amaigrissant;Pas.excitant;relaxant;Pas.ss effet santé
Pas.ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;après dîner;tt moment;Pas.maison;Pas.travail;Pas.salon de t;Pas.amis;Pas.resto;bar;parfumé;citron;sucré;sachet;GMS;t_marque_connue;H;employé;sportif;27;25-34;1 à 2/sem;Pas.évasion-exotisme;spiritualité;bon pr la santé;diurétique;Pas.convivialité;Pas.absorption fer;Pas.féminin;raffiné;amaigrissant;excitant;relaxant;Pas.ss effet santé
Pas.ptt dèj;Pas.goûter;soirée;Pas.après dèj;après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;amis;Pas.resto;bar;parfumé;pur;Pas.sucré;sachet;GMS+mag.spé.;t_variable;H;ouvrier;sportif;18;15-24;1/jour;évasion-exotisme;spiritualité;bon pr la santé;Pas.diurétique;convivialité;Pas.absorption fer;Pas.féminin;raffiné;Pas.amaigrissant;Pas.excitant;relaxant;Pas.ss effet santé
ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;Pas.amis;Pas.resto;bar;vert;pur;Pas.sucré;sachet;magasin spécialisé;t_haut_de_gamme;H;non actif;sportif;61;60 et +;+ de 2/jour;Pas.évasion-exotisme;Pas.spiritualité;bon pr la santé;diurétique;Pas.convivialité;Pas.absorption fer;féminin;raffiné;Pas.amaigrissant;excitant;relaxant;Pas.ss effet santé
ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;Pas.amis;Pas.resto;Pas.bar;vert;pur;sucré;sachet;GMS;t_marque_connue;H;cadre moyen;sportif;56;45-59;1/jour;Pas.évasion-exotisme;Pas.spiritualité;bon pr la santé;Pas.diurétique;Pas.convivialité;Pas.absorption fer;Pas.féminin;Pas.raffiné;Pas.amaigrissant;Pas.excitant;Pas.relaxant;Pas.ss effet santé
ptt dèj;goûter;Pas.soirée;Pas.après dèj;après dîner;Pas.tt moment;maison;travail;Pas.salon de t;amis;Pas.resto;Pas.bar;parfumé;citron;sucré;sachet+vrac;GMS+mag.spé.;t_marque_connue;H;employé;Pas.sportif;25;25-34;1/jour;évasion-exotisme;spiritualité;bon pr la santé;Pas.diurétique;Pas.convivialité;Pas.absorption fer;Pas.féminin;raffiné;Pas.amaigrissant;excitant;relaxant;Pas.ss effet santé
Pas.ptt dèj;goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;salon de t;amis;Pas.resto;Pas.bar;noir;pur;Pas.sucré;vrac;magasin spécialisé;t_haut_de_gamme;H;cadre moyen;sportif;50;45-59;1 à 2/sem;Pas.évasion-exotisme;Pas.spiritualité;bon pr la santé;diurétique;convivialité;Pas.absorption fer;Pas.féminin;raffiné;Pas.amaigrissant;excitant;Pas.relaxant;ss effet santé
Pas.ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;amis;Pas.resto;bar;parfumé;pur;sucré;sachet+vrac;GMS+mag.spé.;t_haut_de_gamme;H;non actif;sportif;29;25-34;1/jour;évasion-exotisme;spiritualité;bon pr la santé;Pas.diurétique;convivialité;Pas.absorption fer;Pas.féminin;Pas.raffiné;Pas.amaigrissant;Pas.excitant;relaxant;ss effet santé
Pas.ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;après dîner;Pas.tt moment;maison;Pas.travail;salon de t;amis;resto;Pas.bar;parfumé;autre;sucré;sachet;GMS;t_marque_connue;H;employé;sportif;20;15-24;1 à 2/sem;Pas.évasion-exotisme;Pas.spiritualité;bon pr la santé;Pas.diurétique;convivialité;Pas.absorption fer;Pas.féminin;raffiné;Pas.amaigrissant;Pas.excitant;relaxant;ss effet santé
Pas.ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;amis;Pas.resto;Pas.bar;vert;pur;Pas.sucré;sachet;GMS;t_marque_connue;H;autre actif;sportif;32;25-34;1/jour;Pas.évasion-exotisme;Pas.spiritualité;Pas.bon pr la santé;Pas.diurétique;convivialité;Pas.absorption fer;Pas.féminin;raffiné;Pas.amaigrissant;excitant;Pas.relaxant;Pas.ss effet santé
ptt dèj;goûter;soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;amis;Pas.resto;Pas.bar;noir;lait;Pas.sucré;vrac;GMS;t_haut_de_gamme;H;non actif;Pas.sportif;71;60 et +;+ de 2/jour;Pas.évasion-exotisme;Pas.spiritualité;bon pr la santé;diurétique;convivialité;Pas.absorption fer;Pas.féminin;Pas.raffiné;Pas.amaigrissant;excitant;relaxant;Pas.ss effet santé
Pas.ptt dèj;goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;salon de t;amis;Pas.resto;bar;noir;citron;Pas.sucré;sachet+vrac;GMS+mag.spé.;t_variable;H;non actif;Pas.sportif;65;60 et +;1/jour;Pas.évasion-exotisme;Pas.spiritualité;bon pr la santé;diurétique;convivialité;Pas.absorption fer;féminin;Pas.raffiné;Pas.amaigrissant;excitant;Pas.relaxant;Pas.ss effet santé
Pas.ptt dèj;Pas.goûter;soirée;Pas.après dèj;Pas.après dîner;tt moment;maison;Pas.travail;Pas.salon de t;amis;Pas.resto;Pas.bar;noir;citron;sucré;vrac;magasin spécialisé;t_haut_de_gamme;H;non actif;Pas.sportif;61;60 et +;1 à 2/sem;évasion-exotisme;Pas.spiritualité;Pas.bon pr la santé;Pas.diurétique;convivialité;Pas.absorption fer;féminin;raffiné;Pas.amaigrissant;Pas.excitant;relaxant;Pas.ss effet santé
Pas.ptt dèj;Pas.goûter;soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;amis;Pas.resto;Pas.bar;vert;pur;sucré;vrac;GMS;t_variable;H;employé;Pas.sportif;27;25-34;3 à 6/sem;évasion-exotisme;Pas.spiritualité;Pas.bon pr la santé;Pas.diurétique;Pas.convivialité;Pas.absorption fer;Pas.féminin;raffiné;Pas.amaigrissant;excitant;Pas.relaxant;Pas.ss effet santé
ptt dèj;goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;travail;Pas.salon de t;amis;Pas.resto;bar;parfumé;pur;sucré;sachet;GMS;t_variable;H;employé;sportif;21;15-24;1/jour;évasion-exotisme;spiritualité;bon pr la santé;Pas.diurétique;convivialité;Pas.absorption fer;féminin;Pas.raffiné;Pas.amaigrissant;Pas.excitant;relaxant;ss effet santé
ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;amis;Pas.resto;Pas.bar;noir;pur;sucré;vrac;magasin spécialisé;t_haut_de_gamme;H;cadre sup;sportif;31;25-34;+ de 2/jour;Pas.évasion-exotisme;Pas.spiritualité;bon pr la santé;Pas.diurétique;convivialité;absorption fer;Pas.féminin;raffiné;amaigrissant;excitant;relaxant;Pas.ss effet santé
Pas.ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;après dîner;tt moment;maison;travail;Pas.salon de t;Pas.amis;Pas.resto;Pas.bar;vert;lait;Pas.sucré;sachet;magasin spécialisé;t_haut_de_gamme;H;employé;sportif;30;25-34;1 à 2/sem;Pas.évasion-exotisme;Pas.spiritualité;Pas.bon pr la santé;diurétique;Pas.convivialité;Pas.absorption fer;féminin;Pas.raffiné;Pas.amaigrissant;Pas.excitant;relaxant;ss effet santé
Pas.ptt dèj;Pas.goûter;soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;Pas.amis;Pas.resto;Pas.bar;noir;pur;Pas.sucré;sachet;GMS;t_variable;H;étudiant;Pas.sportif;55;45-59;3 à 6/sem;évasion-exotisme;Pas.spiritualité;Pas.bon pr la santé;diurétique;Pas.convivialité;Pas.absorption fer;Pas.féminin;Pas.raffiné;Pas.amaigrissant;Pas.excitant;Pas.relaxant;ss effet santé
ptt dèj;Pas.goûter;soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;Pas.amis;Pas.resto;Pas.bar;parfumé;pur;sucré;sachet;GMS+mag.spé.;t_variable;H;employé;sportif;19;15-24;+ de 2/jour;évasion-exotisme;spiritualité;bon pr la santé;Pas.diurétique;Pas.convivialité;Pas.absorption fer;Pas.féminin;raffiné;Pas.amaigrissant;excitant;relaxant;Pas.ss effet santé
ptt dèj;Pas.goûter;Pas.soirée;après dèj;Pas.après dîner;Pas.tt moment;maison;travail;Pas.salon de t;Pas.amis;resto;bar;parfumé;citron;Pas.sucré;sachet;GMS;t_variable;H;non actif;sportif;26;25-34;+ de 2/jour;évasion-exotisme;spiritualité;bon pr la santé;Pas.diurétique;Pas.convivialité;absorption fer;Pas.féminin;raffiné;Pas.amaigrissant;excitant;Pas.relaxant;Pas.ss effet santé
ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;tt moment;maison;travail;Pas.salon de t;amis;Pas.resto;Pas.bar;noir;lait;sucré;sachet;GMS;t_marque_connue;H;cadre sup;sportif;47;45-59;+ de 2/jour;évasion-exotisme;Pas.spiritualité;bon pr la santé;diurétique;Pas.convivialité;Pas.absorption fer;Pas.féminin;Pas.raffiné;amaigrissant;Pas.excitant;relaxant;Pas.ss effet santé
Pas.ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;amis;Pas.resto;Pas.bar;noir;pur;Pas.sucré;sachet+vrac;GMS;t_variable;H;employé;sportif;28;25-34;1 à 2/sem;évasion-exotisme;Pas.spiritualité;bon pr la santé;Pas.diurétique;Pas.convivialité;Pas.absorption fer;féminin;raffiné;Pas.amaigrissant;excitant;Pas.relaxant;ss effet santé
Pas.ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;tt moment;maison;Pas.travail;Pas.salon de t;amis;Pas.resto;bar;parfumé;pur;Pas.sucré;sachet;GMS;t_marque_connue;H;étudiant;sportif;23;15-24;+ de 2/jour;Pas.évasion-exotisme;spiritualité;bon pr la santé;Pas.diurétique;convivialité;Pas.absorption fer;Pas.féminin;raffiné;Pas.amaigrissant;Pas.excitant;relaxant;Pas.ss effet santé
ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;Pas.amis;Pas.resto;Pas.bar;parfumé;lait;sucré;sachet;GMS;t_marque_connue;H;cadre moyen;sportif;22;15-24;1/jour;évasion-exotisme;Pas.spiritualité;bon pr la santé;Pas.diurétique;Pas.convivialité;Pas.absorption fer;Pas.féminin;Pas.raffiné;amaigrissant;excitant;Pas.relaxant;Pas.ss effet santé
Pas.ptt dèj;goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;salon de t;Pas.amis;resto;bar;parfumé;citron;Pas.sucré;vrac;magasin spécialisé;t_haut_de_gamme;H;non actif;sportif;70;60 et +;1/jour;Pas.évasion-exotisme;spiritualité;bon pr la santé;diurétique;convivialité;Pas.absorption fer;féminin;raffiné;amaigrissant;Pas.excitant;relaxant;Pas.ss effet santé
ptt dèj;goûter;soirée;après dèj;Pas.après dîner;tt moment;maison;travail;Pas.salon de t;amis;resto;Pas.bar;parfumé;citron;Pas.sucré;sachet+vrac;GMS;t_marque_connue;H;employé;sportif;27;25-34;+ de 2/jour;Pas.évasion-exotisme;Pas.spiritualité;bon pr la santé;diurétique;convivialité;Pas.absorption fer;Pas.féminin;Pas.raffiné;Pas.amaigrissant;Pas.excitant;relaxant;Pas.ss effet santé
Pas.ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;amis;Pas.resto;Pas.bar;vert;pur;Pas.sucré;sachet+vrac;magasin spécialisé;t_variable;H;ouvrier;Pas.sportif;27;25-34;1/jour;Pas.évasion-exotisme;spiritualité;bon pr la santé;diurétique;convivialité;Pas.absorption fer;Pas.féminin;raffiné;Pas.amaigrissant;excitant;Pas.relaxant;Pas.ss effet santé
Pas.ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;amis;Pas.resto;Pas.bar;parfumé;pur;sucré;sachet;GMS;t_marque_connue;H;employé;sportif;23;15-24;3 à 6/sem;évasion-exotisme;spiritualité;bon pr la santé;diurétique;Pas.convivialité;Pas.absorption fer;Pas.féminin;raffiné;Pas.amaigrissant;excitant;relaxant;Pas.ss effet santé
ptt dèj;goûter;soirée;Pas.après dèj;Pas.après dîner;tt moment;maison;Pas.travail;Pas.salon de t;amis;Pas.resto;Pas.bar;parfumé;citron;Pas.sucré;sachet+vrac;GMS+mag.spé.;t_haut_de_gamme;H;cadre sup;sportif;45;45-59;+ de 2/jour;Pas.évasion-exotisme;Pas.spiritualité;bon pr la santé;diurétique;convivialité;Pas.absorption fer;Pas.féminin;Pas.raffiné;amaigrissant;excitant;Pas.relaxant;ss effet santé
Pas.ptt dèj;goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;travail;salon de t;Pas.amis;Pas.resto;Pas.bar;noir;lait;Pas.sucré;sachet+vrac;GMS+mag.spé.;t_variable;H;cadre sup;Pas.sportif;29;25-34;1/jour;Pas.évasion-exotisme;spiritualité;Pas.bon pr la santé;diurétique;convivialité;Pas.absorption fer;féminin;raffiné;Pas.amaigrissant;excitant;Pas.relaxant;ss effet santé
Pas.ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;tt moment;maison;Pas.travail;Pas.salon de t;amis;Pas.resto;Pas.bar;vert;pur;Pas.sucré;sachet;GMS;t_variable;F;employé;Pas.sportif;45;45-59;+ de 2/jour;évasion-exotisme;spiritualité;bon pr la santé;diurétique;Pas.convivialité;absorption fer;Pas.féminin;raffiné;Pas.amaigrissant;Pas.excitant;relaxant;Pas.ss effet santé
Pas.ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;Pas.amis;Pas.resto;Pas.bar;vert;pur;Pas.sucré;sachet+vrac;magasin spécialisé;t_haut_de_gamme;F;employé;Pas.sportif;25;25-34;+ de 2/jour;Pas.évasion-exotisme;spiritualité;bon pr la santé;diurétique;Pas.convivialité;Pas.absorption fer;Pas.féminin;raffiné;Pas.amaigrissant;excitant;Pas.relaxant;Pas.ss effet santé
Pas.ptt dèj;goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;amis;Pas.resto;Pas.bar;noir;pur;sucré;sachet;GMS;t_marque_connue;F;employé;Pas.sportif;37;35-44;1/jour;évasion-exotisme;Pas.spiritualité;bon pr la santé;diurétique;convivialité;Pas.absorption fer;féminin;raffiné;Pas.amaigrissant;excitant;Pas.relaxant;Pas.ss effet santé
Pas.ptt dèj;goûter;soirée;après dèj;Pas.après dîner;tt moment;maison;travail;Pas.salon de t;amis;Pas.resto;Pas.bar;vert;pur;Pas.sucré;vrac;magasin spécialisé;t_haut_de_gamme;F;étudiant;sportif;25;25-34;+ de 2/jour;Pas.évasion-exotisme;Pas.spiritualité;bon pr la santé;diurétique;convivialité;Pas.absorption fer;Pas.féminin;raffiné;Pas.amaigrissant;Pas.excitant;Pas.relaxant;Pas.ss effet santé
Pas.ptt dèj;goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;amis;Pas.resto;Pas.bar;parfumé;lait;Pas.sucré;sachet;GMS;t_marque_connue;F;non actif;Pas.sportif;41;35-44;1/jour;Pas.évasion-exotisme;Pas.spiritualité;bon pr la santé;diurétique;convivialité;Pas.absorption fer;féminin;raffiné;Pas.amaigrissant;Pas.excitant;Pas.relaxant;Pas.ss effet santé
ptt dèj;Pas.goûter;Pas.soirée;Pas.après dèj;Pas.après dîner;Pas.tt moment;maison;Pas.travail;Pas.salon de t;Pas.amis;Pas.resto;Pas.bar;noir;pur;Pas.sucré;sachet+vrac;GMS;t_marque_connue;F;employé;sportif;45;45-59;1/jour;évasion-exotisme;spiritualité;bon pr la santé;diurétique;Pas.convivialité;Pas.absorption fer;féminin;raffiné;Pas.amaigrissant;excitant;Pas.relaxant;Pas.ss effet santé
